n,resid,se,t,p,edge_c,net_c,net_se,net_mid_c,spread,fee_c,cell,bh_pass
723,-0.01843015214384509,0.014612308627322388,-1.2612758609124928,0.2072094750864466,-1.843015214384509,-5.964038727524205,1.4632328001399064,-3.524896265560166,4.764868603042877,1.681881051175657,any|cheap|form_last3_diff>=-0.67,False
666,-0.012725225225225222,0.015367544181081839,-0.8280584767012132,0.40763738375261194,-1.2725225225225223,-5.403903903903904,1.5386992728458766,-2.954204204204204,4.7792792792792795,1.6816816816816818,any|cheap|form_last3_diff>=-0.34,False
578,-0.013961937716262977,0.01637577086937949,-0.8525972809237299,0.3938826709721961,-1.3961937716262978,-5.517301038062284,1.6426841461355874,-3.0709342560553634,4.775086505190312,1.6747404844290656,any|cheap|form_last3_diff>=0.0,False
89,0.03471910112359551,0.04524853055126809,0.7672978702426063,0.4429044344183706,3.4719101123595513,-0.47191011235955055,4.549188937792821,1.797752808988764,4.449438202247191,1.6741573033707866,any|cheap|form_last3_diff>=0.34,False
73,-0.07047945205479451,0.04149017006680487,-1.6987024141215359,0.08937526835629406,-7.047945205479452,-11.246575342465754,4.162225067454339,-8.732876712328768,5.0,1.6849315068493151,any|cheap|form_last3_diff<=-0.34,False
543,-0.03418968692449355,0.016464432262352845,-2.076578553071084,0.03784047406117552,-3.4189686924493548,-7.624309392265193,1.644902880780647,-5.109576427255985,4.911602209944752,1.6906077348066297,any|cheap|form_last3_diff<=0.0,False
650,-0.02570769230769231,0.015205870595290393,-1.6906425808762684,0.09090508692265109,-2.570769230769231,-6.735384615384615,1.52162748731577,-4.253846153846154,4.849230769230769,1.6830769230769231,any|cheap|form_last3_diff<=0.34,False
721,-0.02006934812760056,0.014558119775166916,-1.3785673175896407,0.16802819903910926,-2.006934812760056,-6.15117891816921,1.4579312380729723,-3.6865464632454925,4.815533980582524,1.6796116504854368,any|cheap|form_last3_diff<=0.67,False
698,-0.015157593123209172,0.014948719598515705,-1.013972669921122,0.3105957934780128,-1.5157593123209172,-5.640401146131805,1.4977648855525263,-3.1919770773638967,4.7793696275071635,1.67621776504298,any|cheap|form_last5_diff>=-0.6,False
628,-0.017738853503184715,0.01566266350134404,-1.132556637104699,0.2574004873053184,-1.7738853503184715,-5.899681528662421,1.5700449005330461,-3.4522292993630574,4.777070063694268,1.678343949044586,any|cheap|form_last5_diff>=-0.3,False
