ticker,event,tier,market_result,value,yes_ct,no_ct,yes_cost,no_cost,fee,revenue,payout,cost,pnl,t_settled,f_yes_buy,f_sell,f_no_buy,f_yes_cost,f_no_cost,f_fee,t_first,t_last,n_fills,n_buy_fills,klass,match_date,t_entry,entry_px,n_buy_orders,gross_contracts
KXITFWMATCH-26JUL26MPECHL-MPE,KXITFWMATCH-26JUL26MPECHL,ITF-W,no,0.0,15.24,35.0,9.7536,24.5,0.7604,1976.0,35.0,34.2536,-0.01399999999999868,2026-07-26 14:47:35.959017+00:00,15.24,0.0,35.0,9.7536,0.0,0.7604,2026-07-26 13:58:38.769807+00:00,2026-07-26 14:22:07.536429+00:00,5,1,manual,2026-07-26,2026-07-26 13:58:38.769807+00:00,99.0,2,15.24
KXITFWMATCH-26JUL27ADASYM-ADA,KXITFWMATCH-26JUL27ADASYM,ITF-W,no,0.0,9.0,9.0,6.12,5.31,0.2895,0.0,9.0,11.43,-2.7194999999999996,2026-07-28 03:50:36.018048+00:00,9.0,9.0,0.0,6.12,5.31,0.2895,2026-07-28 02:57:27.219998+00:00,2026-07-28 03:23:05.126266+00:00,2,1,bot,2026-07-27,2026-07-28 02:57:27.219998+00:00,68.0,1,9.0
KXITFWMATCH-26JUL27PAUTRA-PAU,KXITFWMATCH-26JUL27PAUTRA,ITF-W,yes,100.0,9.0,9.0,6.12,0.09,0.1371,0.0,9.0,6.21,2.6529,2026-07-27 10:33:35.954375+00:00,9.0,9.0,0.0,6.12,0.09,0.1371,2026-07-27 09:37:14.887273+00:00,2026-07-27 10:20:43.654122+00:00,2,1,bot,2026-07-27,2026-07-27 09:37:14.887273+00:00,68.0,1,9.0
KXITFWMATCH-26JUL28AGUHAR-AGU,KXITFWMATCH-26JUL28AGUHAR,ITF-W,,,,,,,,,,,,,20.0,20.0,0.0,12.0,13.5,0.6428999999999999,2026-07-28 17:54:14.103800+00:00,2026-07-28 19:12:27.916801+00:00,5,2,bot,2026-07-28,2026-07-28 17:54:14.103800+00:00,59.0,2,20.0
KXITFWMATCH-26JUL28BORNAJ-NAJ,KXITFWMATCH-26JUL28BORNAJ,ITF-W,yes,100.0,10.0,10.0,6.0,0.6,0.0,0.0,10.0,6.6,3.4000000000000004,2026-07-28 13:23:56.005242+00:00,10.0,10.0,0.0,6.0,0.6,0.0,2026-07-28 12:52:48.469548+00:00,2026-07-28 13:16:03.838026+00:00,2,1,bot,2026-07-28,2026-07-28 12:52:47.578655+00:00,60.0,1,10.0
KXITFWMATCH-26JUL28BRODES-BRO,KXITFWMATCH-26JUL28BRODES,ITF-W,yes,100.0,9.0,9.0,6.03,5.85,0.1393,0.0,9.0,11.879999999999999,-3.019299999999999,2026-07-28 18:43:06.068869+00:00,9.0,9.0,0.0,6.03,5.8500000000000005,0.1393,2026-07-28 17:05:25.305832+00:00,2026-07-28 17:38:18.531923+00:00,2,1,bot,2026-07-28,2026-07-28 17:05:25.305832+00:00,68.0,1,9.0
KXITFWMATCH-26JUL28CEXSHA-SHA,KXITFWMATCH-26JUL28CEXSHA,ITF-W,no,0.0,42.0,42.0,12.0,27.92,0.7885,0.0,42.0,39.92,1.2914999999999983,2026-07-28 14:28:16.009501+00:00,42.0,42.0,0.0,12.0,27.92,0.7885,2026-07-28 13:19:15.172110+00:00,2026-07-28 13:57:50.802221+00:00,4,2,bot,2026-07-28,2026-07-28 13:19:15.172110+00:00,38.0,2,42.0
KXITFWMATCH-26JUL28COLKOI-COL,KXITFWMATCH-26JUL28COLKOI,ITF-W,yes,100.0,9.0,9.0,6.21,0.09,0.1348,0.0,9.0,6.3,2.5652000000000004,2026-07-28 20:08:06.013025+00:00,9.0,9.0,0.0,6.209999999999999,0.09,0.1348,2026-07-28 18:58:09.549167+00:00,2026-07-28 19:57:35.505996+00:00,2,1,bot,2026-07-28,2026-07-28 18:58:09.549167+00:00,69.0,1,9.0
KXITFWMATCH-26JUL28DIGMIK-MIK,KXITFWMATCH-26JUL28DIGMIK,ITF-W,no,0.0,8.0,8.0,5.92,5.12,0.2369,0.0,8.0,11.04,-3.276899999999999,2026-07-28 19:27:46.062345+00:00,8.0,8.0,0.0,5.92,5.12,0.2369,2026-07-28 17:58:39.060523+00:00,2026-07-28 19:10:07.130259+00:00,2,1,bot,2026-07-28,2026-07-28 17:58:39.060523+00:00,74.0,1,8.0
KXITFWMATCH-26JUL28FAVSOU-FAV,KXITFWMATCH-26JUL28FAVSOU,ITF-W,yes,100.0,10.0,10.0,5.8,7.6,0.2983,0.0,10.0,13.399999999999999,-3.698299999999999,2026-07-28 14:33:26.009330+00:00,10.0,10.0,0.0,5.8,7.6,0.2983,2026-07-28 14:00:42.273408+00:00,2026-07-28 14:19:54.879648+00:00,2,1,bot,2026-07-28,2026-07-28 14:00:42.273408+00:00,58.0,1,10.0
KXITFWMATCH-26JUL28FAVSOU-SOU,KXITFWMATCH-26JUL28FAVSOU,ITF-W,no,0.0,11.0,11.0,5.83,7.48,0.3596,0.0,11.0,13.31,-2.6696000000000004,2026-07-28 14:33:26.009330+00:00,11.0,11.0,0.0,5.83,7.48,0.3596,2026-07-28 14:26:09.387654+00:00,2026-07-28 14:27:16.717639+00:00,3,1,bot,2026-07-28,2026-07-28 14:26:09.387654+00:00,53.0,1,11.0
KXITFWMATCH-26JUL28GADBAR-GAD,KXITFWMATCH-26JUL28GADBAR,ITF-W,no,0.0,25.0,25.0,6.0,14.5,0.3192,0.0,25.0,20.5,4.1808,2026-07-28 14:53:36.020738+00:00,25.0,25.0,0.0,6.0,14.499999999999998,0.3192,2026-07-28 13:17:09.762258+00:00,2026-07-28 13:46:10.968716+00:00,2,1,bot,2026-07-28,2026-07-28 13:17:09.762258+00:00,25.0,1,25.0
KXITFWMATCH-26JUL28KULFRO-FRO,KXITFWMATCH-26JUL28KULFRO,ITF-W,,,,,,,,,,,,,9.0,9.0,0.0,5.94,5.3999999999999995,0.1512,2026-07-28 19:12:48.470135+00:00,2026-07-28 19:49:12.062771+00:00,2,1,bot,2026-07-28,2026-07-28 19:10:09.623562+00:00,66.0,2,9.0
KXITFWMATCH-26JUL28MAHDRI-DRI,KXITFWMATCH-26JUL28MAHDRI,ITF-W,no,0.0,9.0,9.0,5.76,5.76,0.1452,0.0,9.0,11.52,-2.6651999999999996,2026-07-28 15:08:05.957121+00:00,9.0,9.0,0.0,5.76,5.76,0.1452,2026-07-28 13:38:05.110060+00:00,2026-07-28 15:02:13.623981+00:00,2,1,bot,2026-07-28,2026-07-28 13:38:05.110060+00:00,64.0,1,9.0
KXITFWMATCH-26JUL28MICBER-MIC,KXITFWMATCH-26JUL28MICBER,ITF-W,no,0.0,11.0,11.0,6.05,7.48,0.3582,0.0,11.0,13.530000000000001,-2.888200000000001,2026-07-28 13:53:56.012343+00:00,11.0,11.0,0.0,6.050000000000001,7.48,0.35819999999999996,2026-07-28 12:54:42.542989+00:00,2026-07-28 13:16:28.514119+00:00,2,1,bot,2026-07-28,2026-07-28 12:52:50.856813+00:00,45.0,2,11.0
KXITFWMATCH-26JUL28MUSGAI-MUS,KXITFWMATCH-26JUL28MUSGAI,ITF-W,no,0.0,11.0,11.0,5.94,6.6,0.3761,0.0,11.0,12.54,-1.9160999999999992,2026-07-28 14:33:26.010581+00:00,11.0,11.0,0.0,5.94,6.6,0.3761,2026-07-28 13:25:23.835672+00:00,2026-07-28 14:19:11.062270+00:00,2,1,bot,2026-07-28,2026-07-28 13:25:23.835672+00:00,54.0,1,11.0
KXITFWMATCH-26JUL28NEWHAZ-HAZ,KXITFWMATCH-26JUL28NEWHAZ,ITF-W,yes,100.0,9.0,9.0,5.76,0.09,0.0,0.0,9.0,5.85,3.1500000000000004,2026-07-28 19:18:06.008578+00:00,9.0,9.0,0.0,5.76,0.09,0.0,2026-07-28 18:25:31.037040+00:00,2026-07-28 19:09:07.186758+00:00,2,1,bot,2026-07-28,2026-07-28 18:25:27.285350+00:00,64.0,1,9.0
KXITFWMATCH-26JUL28NIKHAD-NIK,KXITFWMATCH-26JUL28NIKHAD,ITF-W,no,0.0,14.0,14.0,6.02,7.98,0.4804,0.0,14.0,14.0,-0.4804,2026-07-28 13:13:46.004165+00:00,14.0,14.0,0.0,6.02,7.9799999999999995,0.4804,2026-07-28 12:52:49.766582+00:00,2026-07-28 13:02:37.561301+00:00,2,1,bot,2026-07-28,2026-07-28 12:52:49.766582+00:00,43.0,1,14.0
KXITFWMATCH-26JUL28PLOFER-FER,KXITFWMATCH-26JUL28PLOFER,ITF-W,yes,100.0,9.0,9.0,6.03,5.04,0.1553,0.0,9.0,11.07,-2.2253000000000003,2026-07-28 11:29:06.005696+00:00,9.0,9.0,0.0,6.03,5.040000000000001,0.1553,2026-07-28 10:53:32.708963+00:00,2026-07-28 11:02:06.555648+00:00,2,1,bot,2026-07-28,2026-07-28 10:53:09.638191+00:00,67.0,2,9.0
KXITFWMATCH-26JUL28RUTSPI-SPI,KXITFWMATCH-26JUL28RUTSPI,ITF-W,yes,100.0,8.0,8.0,5.92,4.16,0.2476,0.0,8.0,10.08,-2.3276,2026-07-28 15:17:15.962787+00:00,8.0,8.0,0.0,5.92,4.16,0.24760000000000001,2026-07-28 14:01:25.734173+00:00,2026-07-28 14:13:30.142291+00:00,2,1,bot,2026-07-28,2026-07-28 14:01:25.734173+00:00,74.0,1,8.0
KXITFWMATCH-26JUL28SAGLEV-LEV,KXITFWMATCH-26JUL28SAGLEV,ITF-W,no,0.0,64.0,64.0,18.16,53.4,1.234,0.0,64.0,71.56,-8.794000000000002,2026-07-28 15:54:06.012206+00:00,64.0,64.0,0.0,18.16,53.39999999999999,1.234,2026-07-28 14:17:24.443483+00:00,2026-07-28 15:07:49.866574+00:00,7,3,bot,2026-07-28,2026-07-28 14:17:24.443483+00:00,49.0,3,64.0
KXITFWMATCH-26JUL28SAIPER-SAI,KXITFWMATCH-26JUL28SAIPER,ITF-W,,,,,,,,,,,,,8.0,0.0,0.0,5.92,0.0,0.1078,2026-07-28 20:11:35.195331+00:00,2026-07-28 20:11:35.195331+00:00,1,1,bot,2026-07-28,2026-07-28 20:11:35.195331+00:00,74.0,1,8.0
KXITFWMATCH-26JUL28SRAWIR-WIR,KXITFWMATCH-26JUL28SRAWIR,ITF-W,yes,100.0,8.0,8.0,5.68,0.4,0.1154,0.0,8.0,6.08,1.8046,2026-07-28 11:19:26.007464+00:00,8.0,8.0,0.0,5.68,0.4,0.1154,2026-07-28 10:45:31.009125+00:00,2026-07-28 10:55:25.742183+00:00,2,1,bot,2026-07-28,2026-07-28 10:45:31.009125+00:00,74.0,1,8.0
KXITFWMATCH-26JUL28ZAAFRI-FRI,KXITFWMATCH-26JUL28ZAAFRI,ITF-W,yes,100.0,10.0,10.0,6.2,0.4,0.165,0.0,10.0,6.6000000000000005,3.2349999999999994,2026-07-28 11:53:56.009364+00:00,10.0,10.0,0.0,6.2,0.4,0.165,2026-07-28 10:46:09.524355+00:00,2026-07-28 11:35:32.527678+00:00,2,1,bot,2026-07-28,2026-07-28 10:46:09.524355+00:00,62.0,1,10.0
KXITFWMATCH-26JUL28ZHUHRA-ZHU,KXITFWMATCH-26JUL28ZHUHRA,ITF-W,yes,100.0,9.0,9.0,6.03,0.09,0.1393,0.0,9.0,6.12,2.7407,2026-07-28 19:57:55.956966+00:00,9.0,9.0,0.0,6.03,0.09,0.1393,2026-07-28 18:49:11.848201+00:00,2026-07-28 19:36:21.399560+00:00,2,1,bot,2026-07-28,2026-07-28 18:49:11.848201+00:00,69.0,1,9.0
KXMLSGAME-26JUL25PORRSL-TIE,KXMLSGAME-26JUL25PORRSL,OTHER,no,0.0,13.41,0.0,0.9387,0.0,0.0612,0.0,0.0,0.9387,-0.9999,2026-07-26 04:46:56.375251+00:00,13.41,0.0,0.0,0.9387000000000001,0.0,0.0612,2026-07-26 04:28:39.026740+00:00,2026-07-26 04:28:39.026740+00:00,1,1,manual,2026-07-25,2026-07-26 04:28:39.026740+00:00,99.0,1,13.41
KXMVESPORTSMULTIGAMEEXTENDED-S20260CBEE4CBFB7-636B1EC7F4F,KXMVESPORTSMULTIGAMEEXTENDED-S20260CBEE4CBFB7,OTHER,no,0.0,2325.58,0.0,9.30232,0.0,0.64868,0.0,0.0,9.30232,-9.951,2026-07-25 19:06:06.190507+00:00,2325.58,0.0,0.0,9.30232,0.0,0.64868,2026-07-25 18:14:49.673903+00:00,2026-07-25 18:14:49.673903+00:00,1,1,manual,,2026-07-25 18:14:49.673903+00:00,0.0,1,2325.58
KXWTACHALLENGERMATCH-26JUL25PLEWON-WON,KXWTACHALLENGERMATCH-26JUL25PLEWON,Challenger,yes,100.0,33.61,33.61,24.1992,1.3444,0.5648,0.0,33.61,25.5436,7.501599999999998,2026-07-26 05:02:56.015122+00:00,33.61,33.61,0.0,24.199199999999998,1.3444,0.5648,2026-07-26 04:47:10.721900+00:00,2026-07-26 04:53:23.737936+00:00,3,2,manual,2026-07-25,2026-07-26 04:47:10.721900+00:00,99.0,1,33.61
KXWTACHALLENGERMATCH-26JUL25SHIDON-SHI,KXWTACHALLENGERMATCH-26JUL25SHIDON,Challenger,no,0.0,0.0,15.5,0.0,0.93,0.0612,1550.0,15.5,0.93,14.5088,2026-07-26 02:22:56.017363+00:00,0.0,0.0,15.5,0.0,0.0,0.0612,2026-07-26 01:54:09.292760+00:00,2026-07-26 01:54:09.292760+00:00,1,0,bot,2026-07-25,2026-07-26 01:54:09.292760+00:00,6.0,1,0.0
KXWTAMATCH-26JUL26GIBMAR-MAR,KXWTAMATCH-26JUL26GIBMAR,WTA,yes,100.0,9.0,9.0,6.21,0.45,0.0412,0.0,9.0,6.66,2.2988,2026-07-27 23:57:06.016918+00:00,9.0,9.0,0.0,6.209999999999999,0.45,0.0412,2026-07-27 23:22:38.937728+00:00,2026-07-27 23:41:53.795898+00:00,2,1,bot,2026-07-26,2026-07-27 23:22:18.290635+00:00,69.0,1,9.0
KXWTAMATCH-26JUL26HUNJOH-HUN,KXWTAMATCH-26JUL26HUNJOH,WTA,yes,100.0,27.6,27.6,19.596,5.244,0.6954,0.0,27.6,24.84,2.0646000000000013,2026-07-26 23:52:35.976957+00:00,27.6,27.6,0.0,19.596,5.244,0.6954,2026-07-26 23:10:44.571886+00:00,2026-07-26 23:11:49.769037+00:00,6,3,manual,2026-07-26,2026-07-26 23:10:44.571886+00:00,99.0,1,27.6
KXWTAMATCH-26JUL26HUNJOH-JOH,KXWTAMATCH-26JUL26HUNJOH,WTA,no,0.0,124.72,72.5,12.6748,61.625,0.9581,0.0,72.5,74.2998,-2.7579000000000047,2026-07-26 23:52:35.976285+00:00,124.72,72.5,0.0,12.6748,61.625,0.9581000000000001,2026-07-26 23:33:09.106840+00:00,2026-07-26 23:40:16.049081+00:00,3,2,manual,2026-07-26,2026-07-26 23:33:09.106840+00:00,99.0,2,124.72
KXWTAMATCH-26JUL26KASSMI-SMI,KXWTAMATCH-26JUL26KASSMI,WTA,no,0.0,57.19,57.19,24.0198,27.7368,1.8953,0.0,57.19,51.7566,3.538099999999999,2026-07-26 20:42:26.448747+00:00,57.19,57.19,0.0,24.019799999999996,27.736800000000002,1.8953,2026-07-26 19:23:43.551111+00:00,2026-07-26 19:42:20.079550+00:00,6,1,manual,2026-07-26,2026-07-26 19:23:43.551111+00:00,42.0,1,57.19
KXWTAMATCH-26JUL26PRODRE-DRE,KXWTAMATCH-26JUL26PRODRE,WTA,no,0.0,79.1,0.0,18.984,0.0,1.01,0.0,0.0,18.984,-19.994000000000003,2026-07-27 02:32:26.278979+00:00,79.1,0.0,0.0,18.984,0.0,1.01,2026-07-27 01:34:05.288923+00:00,2026-07-27 01:34:05.288923+00:00,2,2,manual,2026-07-26,2026-07-27 01:34:05.288923+00:00,24.0,1,79.1
KXWTAMATCH-26JUL27EALZHE-ZHE,KXWTAMATCH-26JUL27EALZHE,WTA,,,,,,,,,,,,,9.0,9.0,0.0,6.21,5.3999999999999995,0.2861,2026-07-28 18:31:30.972944+00:00,2026-07-28 19:32:53.440769+00:00,3,2,bot,2026-07-27,2026-07-28 18:31:30.972944+00:00,69.0,1,9.0
KXWTAMATCH-26JUL27KRUBOU-BOU,KXWTAMATCH-26JUL27KRUBOU,WTA,no,0.0,25.0,25.0,12.11,11.23,0.5066,0.0,25.0,23.34,1.1534,2026-07-28 01:57:06.250582+00:00,25.0,25.0,0.0,12.11,11.23,0.5065999999999999,2026-07-28 00:48:14.529559+00:00,2026-07-28 01:29:20.612540+00:00,5,2,bot,2026-07-27,2026-07-28 00:48:14.529559+00:00,69.0,2,25.0
KXWTAMATCH-26JUL27SAMKEY-KEY,KXWTAMATCH-26JUL27SAMKEY,WTA,no,0.0,8.0,8.0,5.84,2.4,0.228,0.0,8.0,8.24,-0.4680000000000002,2026-07-28 00:42:16.051297+00:00,8.0,8.0,0.0,5.84,2.4,0.22799999999999998,2026-07-27 23:32:17.562120+00:00,2026-07-28 00:02:07.888608+00:00,2,1,bot,2026-07-27,2026-07-27 23:32:17.562120+00:00,74.0,1,8.0
KXWTAMATCH-26JUL27SIEPRO-PRO,KXWTAMATCH-26JUL27SIEPRO,WTA,yes,100.0,9.0,9.0,5.94,5.58,0.2899,0.0,9.0,11.52,-2.8098999999999994,2026-07-28 01:52:16.333581+00:00,9.0,9.0,0.0,5.94,5.58,0.2899,2026-07-28 00:53:04.784147+00:00,2026-07-28 01:12:03.729769+00:00,2,1,bot,2026-07-27,2026-07-28 00:53:04.784147+00:00,66.0,1,9.0
KXWTAMATCH-26JUL27SONBRA-SON,KXWTAMATCH-26JUL27SONBRA,WTA,yes,100.0,8.0,8.0,5.76,4.0,0.0633,0.0,8.0,9.76,-1.8232999999999997,2026-07-28 17:27:06.062934+00:00,8.0,8.0,0.0,5.76,4.0,0.0633,2026-07-28 16:06:24.878011+00:00,2026-07-28 16:56:04.352887+00:00,2,1,bot,2026-07-27,2026-07-28 16:06:13.757975+00:00,72.0,1,8.0
KXWTAMATCH-26JUL27WANMCC-WAN,KXWTAMATCH-26JUL27WANMCC,WTA,no,0.0,9.0,9.0,6.12,6.75,0.1525,0.0,9.0,12.870000000000001,-4.022500000000001,2026-07-28 18:47:06.072382+00:00,9.0,9.0,0.0,6.12,6.75,0.1525,2026-07-28 16:26:33.202435+00:00,2026-07-28 17:28:55.656331+00:00,2,1,bot,2026-07-27,2026-07-28 16:17:40.195031+00:00,67.0,2,9.0
KXWTAMATCH-26JUL28BUCKUD-BUC,KXWTAMATCH-26JUL28BUCKUD,WTA,no,0.0,9.0,9.0,6.03,5.49,0.2892,0.0,9.0,11.52,-2.8091999999999997,2026-07-28 17:32:25.970882+00:00,9.0,9.0,0.0,6.03,5.49,0.2892,2026-07-28 16:06:11.655061+00:00,2026-07-28 17:03:29.092392+00:00,2,1,bot,2026-07-28,2026-07-28 16:06:11.655061+00:00,67.0,1,9.0
