minute,leader_goals,trailer_goals,leader_strength,trailer_strength,competition,matches,comebacks,comebacks_per_100,could_really_be_low_per_100,could_really_be_high_per_100
24,1,0,middle third,bottom third,ita.1,143,16,11.19,7.01,17.40
24,1,0,middle third,middle third,ita.1,134,23,17.16,11.72,24.44
24,1,0,middle third,top third,ita.1,109,29,26.61,19.21,35.59
24,1,0,top third,bottom third,ita.1,182,11,6.04,3.41,10.50
24,1,0,top third,middle third,ita.1,215,12,5.58,3.22,9.50
24,1,0,top third,top third,ita.1,159,29,18.24,13.01,24.97
25,2,0,ALL,ALL,ita.1,230,8,3.48,1.77,6.71
25,2,0,top third,bottom third,ita.1,40,0,0.00,0.00,8.76
25,2,0,top third,middle third,ita.1,55,1,1.82,0.32,9.61
25,2,0,top third,top third,ita.1,34,1,2.94,0.52,14.92
25,2,1,ALL,ALL,ita.1,45,4,8.89,3.51,20.73
25,1,0,ALL,ALL,ita.1,1303,202,15.50,13.64,17.57
25,1,0,bottom third,bottom third,ita.1,92,13,14.13,8.45,22.69
25,1,0,bottom third,middle third,ita.1,123,33,26.83,19.79,35.27
25,1,0,bottom third,top third,ita.1,82,31,37.80,28.08,48.62
25,1,0,middle third,bottom third,ita.1,152,15,9.87,6.07,15.64
25,1,0,middle third,middle third,ita.1,136,22,16.18,10.93,23.28
25,1,0,middle third,top third,ita.1,111,29,26.13,18.85,35.00
25,1,0,top third,bottom third,ita.1,184,11,5.98,3.37,10.39
25,1,0,top third,middle third,ita.1,214,12,5.61,3.24,9.54
25,1,0,top third,top third,ita.1,162,30,18.52,13.29,25.20
26,2,0,ALL,ALL,ita.1,249,8,3.21,1.64,6.21
26,2,0,top third,bottom third,ita.1,43,0,0.00,0.00,8.20
26,2,0,top third,middle third,ita.1,58,0,0.00,0.00,6.21
26,2,0,top third,top third,ita.1,38,1,2.63,0.47,13.50
26,2,1,ALL,ALL,ita.1,57,5,8.77,3.81,18.95
26,1,0,ALL,ALL,ita.1,1327,211,15.90,14.03,17.97
26,1,0,bottom third,bottom third,ita.1,93,13,13.98,8.35,22.46
26,1,0,bottom third,middle third,ita.1,128,36,28.12,21.06,36.46
26,1,0,bottom third,top third,ita.1,85,33,38.82,29.16,49.45
26,1,0,middle third,bottom third,ita.1,156,17,10.90,6.92,16.76
26,1,0,middle third,middle third,ita.1,142,25,17.61,12.22,24.70
26,1,0,middle third,top third,ita.1,107,26,24.30,17.16,33.22
26,1,0,top third,bottom third,ita.1,190,12,6.32,3.65,10.71
26,1,0,top third,middle third,ita.1,217,14,6.45,3.88,10.54
26,1,0,top third,top third,ita.1,161,29,18.01,12.84,24.67
27,2,0,ALL,ALL,ita.1,253,7,2.77,1.35,5.60
27,2,0,top third,bottom third,ita.1,45,0,0.00,0.00,7.87
27,2,0,top third,middle third,ita.1,58,0,0.00,0.00,6.21
27,2,0,top third,top third,ita.1,37,1,2.70,0.48,13.82
27,2,1,ALL,ALL,ita.1,65,7,10.77,5.32,20.60
27,1,0,ALL,ALL,ita.1,1350,215,15.93,14.07,17.97
27,1,0,bottom third,bottom third,ita.1,96,13,13.54,8.09,21.80
27,1,0,bottom third,middle third,ita.1,135,36,26.67,19.93,34.70
27,1,0,bottom third,top third,ita.1,84,33,39.29,29.53,49.98
27,1,0,middle third,bottom third,ita.1,160,18,11.25,7.24,17.08
27,1,0,middle third,middle third,ita.1,149,26,17.45,12.20,24.34
27,1,0,middle third,top third,ita.1,111,29,26.13,18.85,35.00
27,1,0,top third,bottom third,ita.1,189,12,6.35,3.67,10.77
27,1,0,top third,middle third,ita.1,217,14,6.45,3.88,10.54
27,1,0,top third,top third,ita.1,160,28,17.50,12.39,24.13
28,2,0,ALL,ALL,ita.1,262,8,3.05,1.56,5.91
28,2,0,middle third,bottom third,ita.1,30,2,6.67,1.85,21.32
28,2,0,top third,bottom third,ita.1,46,0,0.00,0.00,7.71
28,2,0,top third,middle third,ita.1,60,0,0.00,0.00,6.02
28,2,0,top third,top third,ita.1,39,1,2.56,0.45,13.18
28,2,1,ALL,ALL,ita.1,68,8,11.76,6.08,21.54
28,1,0,ALL,ALL,ita.1,1353,215,15.89,14.04,17.93
28,1,0,bottom third,bottom third,ita.1,97,13,13.40,8.00,21.59
28,1,0,bottom third,middle third,ita.1,139,37,26.62,19.97,34.52
28,1,0,bottom third,top third,ita.1,83,32,38.55,28.81,49.31
28,1,0,middle third,bottom third,ita.1,160,19,11.88,7.74,17.80
28,1,0,middle third,middle third,ita.1,149,25,16.78,11.63,23.60
28,1,0,middle third,top third,ita.1,109,29,26.61,19.21,35.59
28,1,0,top third,bottom third,ita.1,191,12,6.28,3.63,10.66
28,1,0,top third,middle third,ita.1,212,13,6.13,3.62,10.21
28,1,0,top third,top third,ita.1,163,30,18.40,13.21,25.06
29,3,0,ALL,ALL,ita.1,30,1,3.33,0.59,16.67
29,2,0,ALL,ALL,ita.1,269,9,3.35,1.77,6.24
29,2,0,middle third,bottom third,ita.1,30,2,6.67,1.85,21.32
29,2,0,top third,bottom third,ita.1,47,0,0.00,0.00,7.56
29,2,0,top third,middle third,ita.1,62,0,0.00,0.00,5.83
29,2,0,top third,top third,ita.1,36,1,2.78,0.49,14.17
29,2,1,ALL,ALL,ita.1,71,8,11.27,5.82,20.69
29,1,0,ALL,ALL,ita.1,1366,217,15.89,14.04,17.92
29,1,0,bottom third,bottom third,ita.1,94,12,12.77,7.46,21.00
29,1,0,bottom third,middle third,ita.1,144,37,25.69,19.25,33.40
29,1,0,bottom third,top third,ita.1,86,33,38.37,28.80,48.94
29,1,0,middle third,bottom third,ita.1,163,20,12.27,8.08,18.19
29,1,0,middle third,middle third,ita.1,153,26,16.99,11.87,23.74
29,1,0,middle third,top third,ita.1,109,29,26.61,19.21,35.59
29,1,0,top third,bottom third,ita.1,187,12,6.42,3.71,10.88
29,1,0,top third,middle third,ita.1,211,12,5.69,3.28,9.68
29,1,0,top third,top third,ita.1,169,31,18.34,13.23,24.86
30,3,0,ALL,ALL,ita.1,33,1,3.03,0.54,15.32
30,2,0,ALL,ALL,ita.1,282,10,3.55,1.94,6.40
30,2,0,middle third,bottom third,ita.1,30,2,6.67,1.85,21.32
30,2,0,top third,bottom third,ita.1,49,0,0.00,0.00,7.27
30,2,0,top third,middle third,ita.1,66,0,0.00,0.00,5.50
30,2,0,top third,top third,ita.1,35,1,2.86,0.51,14.53
30,2,1,ALL,ALL,ita.1,75,9,12.00,6.44,21.26
30,1,0,ALL,ALL,ita.1,1387,225,16.22,14.38,18.26
30,1,0,bottom third,bottom third,ita.1,94,12,12.77,7.46,21.00
30,1,0,bottom third,middle third,ita.1,148,38,25.68,19.32,33.27
30,1,0,bottom third,top third,ita.1,85,35,41.18,31.32,51.80
30,1,0,middle third,bottom third,ita.1,170,21,12.35,8.22,18.15
30,1,0,middle third,middle third,ita.1,147,26,17.69,12.37,24.65
30,1,0,middle third,top third,ita.1,112,30,26.79,19.45,35.66
30,1,0,top third,bottom third,ita.1,190,12,6.32,3.65,10.71
30,1,0,top third,middle third,ita.1,213,13,6.10,3.60,10.16
30,1,0,top third,top third,ita.1,179,33,18.44,13.44,24.76
31,3,0,ALL,ALL,ita.1,39,1,2.56,0.45,13.18
31,2,0,ALL,ALL,ita.1,293,12,4.10,2.36,7.02
31,2,0,middle third,bottom third,ita.1,33,2,6.06,1.68,19.61
31,2,0,top third,bottom third,ita.1,49,0,0.00,0.00,7.27
31,2,0,top third,middle third,ita.1,69,0,0.00,0.00,5.27
31,2,0,top third,top third,ita.1,35,2,5.71,1.58,18.61
31,2,1,ALL,ALL,ita.1,90,10,11.11,6.15,19.26
31,1,0,ALL,ALL,ita.1,1404,217,15.46,13.66,17.44
31,1,0,bottom third,bottom third,ita.1,93,12,12.90,7.54,21.21
31,1,0,bottom third,middle third,ita.1,153,41,26.80,20.41,34.32
31,1,0,bottom third,top third,ita.1,80,32,40.00,29.96,50.95
31,1,0,middle third,bottom third,ita.1,177,21,11.86,7.89,17.46
31,1,0,middle third,middle third,ita.1,150,26,17.33,12.11,24.19
31,1,0,middle third,top third,ita.1,112,29,25.89,18.68,34.71
31,1,0,top third,bottom third,ita.1,193,11,5.70,3.21,9.92
31,1,0,top third,middle third,ita.1,218,10,4.59,2.51,8.24
31,1,0,top third,top third,ita.1,178,30,16.85,12.07,23.04
32,3,0,ALL,ALL,ita.1,41,1,2.44,0.43,12.60
32,2,0,ALL,ALL,ita.1,311,12,3.86,2.22,6.62
32,2,0,middle third,bottom third,ita.1,34,2,5.88,1.63,19.09
32,2,0,top third,bottom third,ita.1,54,0,0.00,0.00,6.64
32,2,0,top third,middle third,ita.1,76,0,0.00,0.00,4.81
32,2,0,top third,top third,ita.1,37,2,5.41,1.50,17.70
32,2,1,ALL,ALL,ita.1,91,10,10.99,6.08,19.06
32,1,0,ALL,ALL,ita.1,1405,217,15.44,13.65,17.43
32,1,0,bottom third,bottom third,ita.1,94,13,13.83,8.26,22.24
32,1,0,bottom third,middle third,ita.1,147,39,26.53,20.06,34.20
32,1,0,bottom third,top third,ita.1,86,33,38.37,28.80,48.94
32,1,0,middle third,bottom third,ita.1,177,21,11.86,7.89,17.46
32,1,0,middle third,middle third,ita.1,150,25,16.67,11.55,23.45
32,1,0,middle third,top third,ita.1,116,29,25.00,18.01,33.60
32,1,0,top third,bottom third,ita.1,194,12,6.19,3.57,10.50
32,1,0,top third,middle third,ita.1,214,9,4.21,2.23,7.80
32,1,0,top third,top third,ita.1,176,30,17.05,12.21,23.29
33,3,0,ALL,ALL,ita.1,41,1,2.44,0.43,12.60
33,2,0,ALL,ALL,ita.1,320,11,3.44,1.93,6.05
33,2,0,middle third,bottom third,ita.1,37,2,5.41,1.50,17.70
33,2,0,top third,bottom third,ita.1,58,0,0.00,0.00,6.21
33,2,0,top third,middle third,ita.1,76,0,0.00,0.00,4.81
33,2,0,top third,top third,ita.1,38,2,5.26,1.46,17.29
33,2,1,ALL,ALL,ita.1,106,13,12.26,7.31,19.86
33,1,0,ALL,ALL,ita.1,1412,219,15.51,13.72,17.49
33,1,0,bottom third,bottom third,ita.1,94,13,13.83,8.26,22.24
33,1,0,bottom third,middle third,ita.1,146,39,26.71,20.20,34.42
33,1,0,bottom third,top third,ita.1,87,32,36.78,27.41,47.27
33,1,0,middle third,bottom third,ita.1,184,22,11.96,8.03,17.44
33,1,0,middle third,middle third,ita.1,149,25,16.78,11.63,23.60
33,1,0,middle third,top third,ita.1,116,30,25.86,18.76,34.51
33,1,0,top third,bottom third,ita.1,191,12,6.28,3.63,10.66
33,1,0,top third,middle third,ita.1,215,8,3.72,1.90,7.17
33,1,0,top third,top third,ita.1,178,32,17.98,13.03,24.28
34,3,0,ALL,ALL,ita.1,40,1,2.50,0.44,12.88
34,2,0,ALL,ALL,ita.1,327,10,3.06,1.67,5.54
34,2,0,middle third,bottom third,ita.1,40,2,5.00,1.38,16.50
34,2,0,top third,bottom third,ita.1,60,0,0.00,0.00,6.02
34,2,0,top third,middle third,ita.1,77,0,0.00,0.00,4.75
34,2,0,top third,top third,ita.1,42,2,4.76,1.32,15.79
34,2,1,ALL,ALL,ita.1,122,17,13.93,8.89,21.19
34,1,0,ALL,ALL,ita.1,1418,219,15.44,13.66,17.42
34,1,0,bottom third,bottom third,ita.1,96,14,14.58,8.89,23.00
34,1,0,bottom third,middle third,ita.1,148,38,25.68,19.32,33.27
34,1,0,bottom third,top third,ita.1,87,32,36.78,27.41,47.27
34,1,0,middle third,bottom third,ita.1,181,22,12.15,8.17,17.72
34,1,0,middle third,middle third,ita.1,149,25,16.78,11.63,23.60
34,1,0,middle third,top third,ita.1,119,30,25.21,18.27,33.70
34,1,0,top third,bottom third,ita.1,192,12,6.25,3.61,10.61
34,1,0,top third,middle third,ita.1,219,7,3.20,1.56,6.45
34,1,0,top third,top third,ita.1,174,32,18.39,13.34,24.81
35,3,0,ALL,ALL,ita.1,43,1,2.33,0.41,12.06
35,2,0,ALL,ALL,ita.1,338,10,2.96,1.61,5.36
35,2,0,middle third,bottom third,ita.1,41,2,4.88,1.35,16.14
35,2,0,top third,bottom third,ita.1,60,0,0.00,0.00,6.02
35,2,0,top third,middle third,ita.1,82,0,0.00,0.00,4.48
35,2,0,top third,top third,ita.1,42,2,4.76,1.32,15.79
35,2,1,ALL,ALL,ita.1,126,18,14.29,9.23,21.45
35,1,0,ALL,ALL,ita.1,1430,216,15.10,13.34,17.05
35,1,0,bottom third,bottom third,ita.1,98,13,13.27,7.92,21.38
35,1,0,bottom third,middle third,ita.1,147,38,25.85,19.45,33.48
35,1,0,bottom third,top third,ita.1,87,31,35.63,26.37,46.11
35,1,0,middle third,bottom third,ita.1,180,21,11.67,7.76,17.18
35,1,0,middle third,middle third,ita.1,152,24,15.79,10.85,22.42
35,1,0,middle third,top third,ita.1,120,30,25.00,18.11,33.44
35,1,0,top third,bottom third,ita.1,193,12,6.22,3.59,10.55
35,1,0,top third,middle third,ita.1,220,8,3.64,1.85,7.01
35,1,0,top third,top third,ita.1,178,32,17.98,13.03,24.28
36,3,0,ALL,ALL,ita.1,49,1,2.04,0.36,10.69
36,2,0,ALL,ALL,ita.1,349,9,2.58,1.36,4.83
36,2,0,middle third,bottom third,ita.1,44,2,4.55,1.26,15.14
36,2,0,top third,bottom third,ita.1,61,0,0.00,0.00,5.92
36,2,0,top third,middle third,ita.1,84,0,0.00,0.00,4.37
36,2,0,top third,top third,ita.1,43,2,4.65,1.28,15.46
36,2,1,ALL,ALL,ita.1,128,18,14.06,9.08,21.14
36,1,0,ALL,ALL,ita.1,1432,214,14.94,13.19,16.88
36,1,0,bottom third,bottom third,ita.1,101,12,11.88,6.93,19.63
36,1,0,bottom third,middle third,ita.1,145,39,26.90,20.34,34.64
36,1,0,bottom third,top third,ita.1,86,29,33.72,24.62,44.22
36,1,0,middle third,bottom third,ita.1,183,23,12.57,8.52,18.15
36,1,0,middle third,middle third,ita.1,155,25,16.13,11.17,22.73
36,1,0,middle third,top third,ita.1,118,30,25.42,18.43,33.97
36,1,0,top third,bottom third,ita.1,199,12,6.03,3.48,10.24
36,1,0,top third,middle third,ita.1,215,8,3.72,1.90,7.17
36,1,0,top third,top third,ita.1,177,30,16.95,12.14,23.16
37,3,0,ALL,ALL,ita.1,55,1,1.82,0.32,9.61
37,2,0,ALL,ALL,ita.1,354,10,2.82,1.54,5.12
37,2,0,middle third,bottom third,ita.1,45,2,4.44,1.23,14.83
37,2,0,top third,bottom third,ita.1,63,0,0.00,0.00,5.75
37,2,0,top third,middle third,ita.1,82,0,0.00,0.00,4.48
37,2,0,top third,top third,ita.1,44,2,4.55,1.26,15.14
37,2,1,ALL,ALL,ita.1,138,19,13.77,8.99,20.50
37,1,0,ALL,ALL,ita.1,1448,210,14.50,12.78,16.41
37,1,0,bottom third,bottom third,ita.1,101,10,9.90,5.47,17.27
37,1,0,bottom third,middle third,ita.1,148,39,26.35,19.92,33.98
37,1,0,bottom third,top third,ita.1,88,28,31.82,23.02,42.13
37,1,0,middle third,bottom third,ita.1,183,23,12.57,8.52,18.15
37,1,0,middle third,middle third,ita.1,161,26,16.15,11.27,22.61
37,1,0,middle third,top third,ita.1,118,28,23.73,16.96,32.16
37,1,0,top third,bottom third,ita.1,196,12,6.12,3.54,10.40
37,1,0,top third,middle third,ita.1,221,8,3.62,1.85,6.98
37,1,0,top third,top third,ita.1,180,30,16.67,11.93,22.80
38,3,0,ALL,ALL,ita.1,62,1,1.61,0.29,8.59
38,2,0,ALL,ALL,ita.1,361,10,2.77,1.51,5.02
38,2,0,middle third,bottom third,ita.1,47,3,6.38,2.19,17.16
38,2,0,top third,bottom third,ita.1,63,0,0.00,0.00,5.75
38,2,0,top third,middle third,ita.1,84,0,0.00,0.00,4.37
38,2,0,top third,top third,ita.1,44,1,2.27,0.40,11.81
38,2,1,ALL,ALL,ita.1,154,20,12.99,8.57,19.21
38,2,1,top third,middle third,ita.1,31,3,9.68,3.35,24.90
38,1,0,ALL,ALL,ita.1,1443,205,14.21,12.50,16.10
38,1,0,bottom third,bottom third,ita.1,100,10,10.00,5.52,17.44
38,1,0,bottom third,middle third,ita.1,144,37,25.69,19.25,33.40
38,1,0,bottom third,top third,ita.1,88,28,31.82,23.02,42.13
38,1,0,middle third,bottom third,ita.1,182,21,11.54,7.67,17.00
38,1,0,middle third,middle third,ita.1,162,25,15.43,10.68,21.79
38,1,0,middle third,top third,ita.1,120,30,25.00,18.11,33.44
38,1,0,top third,bottom third,ita.1,195,11,5.64,3.18,9.82
38,1,0,top third,middle third,ita.1,221,8,3.62,1.85,6.98
38,1,0,top third,top third,ita.1,179,30,16.76,12.00,22.92
39,3,0,ALL,ALL,ita.1,64,1,1.56,0.28,8.33
39,2,0,ALL,ALL,ita.1,378,8,2.12,1.08,4.12
39,2,0,middle third,bottom third,ita.1,48,3,6.25,2.15,16.84
39,2,0,middle third,middle third,ita.1,30,0,0.00,0.00,11.35
39,2,0,top third,bottom third,ita.1,66,0,0.00,0.00,5.50
39,2,0,top third,middle third,ita.1,88,0,0.00,0.00,4.18
39,2,0,top third,top third,ita.1,44,0,0.00,0.00,8.03
39,2,1,ALL,ALL,ita.1,158,22,13.92,9.38,20.18
39,2,1,top third,middle third,ita.1,30,3,10.00,3.46,25.62
39,1,0,ALL,ALL,ita.1,1428,202,14.15,12.43,16.05
39,1,0,bottom third,bottom third,ita.1,97,11,11.34,6.45,19.17
39,1,0,bottom third,middle third,ita.1,142,36,25.35,18.91,33.09
39,1,0,bottom third,top third,ita.1,88,29,32.95,24.03,43.31
39,1,0,middle third,bottom third,ita.1,181,20,11.05,7.27,16.45
39,1,0,middle third,middle third,ita.1,160,24,15.00,10.29,21.35
39,1,0,middle third,top third,ita.1,120,30,25.00,18.11,33.44
39,1,0,top third,bottom third,ita.1,193,11,5.70,3.21,9.92
39,1,0,top third,middle third,ita.1,219,8,3.65,1.86,7.04
39,1,0,top third,top third,ita.1,175,28,16.00,11.31,22.15
40,3,0,ALL,ALL,ita.1,72,1,1.39,0.25,7.46
40,2,0,ALL,ALL,ita.1,388,10,2.58,1.41,4.68
40,2,0,middle third,bottom third,ita.1,55,4,7.27,2.86,17.26
40,2,0,middle third,middle third,ita.1,30,1,3.33,0.59,16.67
40,2,0,top third,bottom third,ita.1,70,0,0.00,0.00,5.20
40,2,0,top third,middle third,ita.1,88,0,0.00,0.00,4.18
40,2,0,top third,top third,ita.1,44,0,0.00,0.00,8.03
40,2,1,ALL,ALL,ita.1,170,23,13.53,9.19,19.48
40,2,1,top third,middle third,ita.1,34,3,8.82,3.05,22.96
40,1,0,ALL,ALL,ita.1,1423,198,13.91,12.21,15.81
40,1,0,bottom third,bottom third,ita.1,97,12,12.37,7.22,20.39
40,1,0,bottom third,middle third,ita.1,145,35,24.14,17.90,31.71
40,1,0,bottom third,top third,ita.1,89,28,31.46,22.75,41.70
40,1,0,middle third,bottom third,ita.1,178,19,10.67,6.94,16.07
40,1,0,middle third,middle third,ita.1,155,21,13.55,9.04,19.82
40,1,0,middle third,top third,ita.1,121,30,24.79,17.95,33.18
40,1,0,top third,bottom third,ita.1,188,11,5.85,3.30,10.17
40,1,0,top third,middle third,ita.1,222,8,3.60,1.84,6.95
40,1,0,top third,top third,ita.1,177,30,16.95,12.14,23.16
41,3,0,ALL,ALL,ita.1,72,1,1.39,0.25,7.46
41,3,1,ALL,ALL,ita.1,30,0,0.00,0.00,11.35
41,2,0,ALL,ALL,ita.1,402,9,2.24,1.18,4.20
41,2,0,middle third,bottom third,ita.1,55,3,5.45,1.87,14.85
41,2,0,middle third,middle third,ita.1,31,1,3.23,0.57,16.19
41,2,0,top third,bottom third,ita.1,73,0,0.00,0.00,5.00
41,2,0,top third,middle third,ita.1,91,0,0.00,0.00,4.05
41,2,0,top third,top third,ita.1,44,0,0.00,0.00,8.03
41,2,1,ALL,ALL,ita.1,174,24,13.79,9.45,19.70
41,2,1,top third,middle third,ita.1,36,3,8.33,2.87,21.83
41,1,0,ALL,ALL,ita.1,1425,204,14.32,12.59,16.23
41,1,0,bottom third,bottom third,ita.1,99,12,12.12,7.07,20.00
41,1,0,bottom third,middle third,ita.1,145,35,24.14,17.90,31.71
41,1,0,bottom third,top third,ita.1,88,28,31.82,23.02,42.13
41,1,0,middle third,bottom third,ita.1,179,19,10.61,6.90,15.98
41,1,0,middle third,middle third,ita.1,159,21,13.21,8.80,19.35
41,1,0,middle third,top third,ita.1,124,33,26.61,19.62,35.01
41,1,0,top third,bottom third,ita.1,183,11,6.01,3.39,10.44
41,1,0,top third,middle third,ita.1,223,10,4.48,2.45,8.06
41,1,0,top third,top third,ita.1,176,31,17.61,12.70,23.92
42,3,0,ALL,ALL,ita.1,74,1,1.35,0.24,7.27
42,3,1,ALL,ALL,ita.1,31,1,3.23,0.57,16.19
42,2,0,ALL,ALL,ita.1,412,8,1.94,0.99,3.78
42,2,0,middle third,bottom third,ita.1,55,2,3.64,1.00,12.32
42,2,0,middle third,middle third,ita.1,34,1,2.94,0.52,14.92
42,2,0,top third,bottom third,ita.1,73,0,0.00,0.00,5.00
42,2,0,top third,middle third,ita.1,97,0,0.00,0.00,3.81
42,2,0,top third,top third,ita.1,46,0,0.00,0.00,7.71
42,2,1,ALL,ALL,ita.1,186,23,12.37,8.38,17.87
42,2,1,top third,middle third,ita.1,37,3,8.11,2.80,21.30
42,1,0,ALL,ALL,ita.1,1418,196,13.82,12.12,15.72
42,1,0,bottom third,bottom third,ita.1,98,12,12.24,7.15,20.19
42,1,0,bottom third,middle third,ita.1,147,34,23.13,17.05,30.58
42,1,0,bottom third,top third,ita.1,88,27,30.68,22.02,40.96
42,1,0,middle third,bottom third,ita.1,176,15,8.52,5.23,13.58
42,1,0,middle third,middle third,ita.1,161,21,13.04,8.69,19.12
42,1,0,middle third,top third,ita.1,127,32,25.20,18.45,33.40
42,1,0,top third,bottom third,ita.1,182,12,6.59,3.81,11.17
42,1,0,top third,middle third,ita.1,222,9,4.05,2.15,7.52
42,1,0,top third,top third,ita.1,168,30,17.86,12.80,24.35
43,3,0,ALL,ALL,ita.1,79,1,1.27,0.22,6.83
43,2,0,ALL,ALL,ita.1,417,8,1.92,0.98,3.74
43,2,0,middle third,bottom third,ita.1,57,2,3.51,0.97,11.92
43,2,0,middle third,middle third,ita.1,33,1,3.03,0.54,15.32
43,2,0,top third,bottom third,ita.1,74,0,0.00,0.00,4.94
43,2,0,top third,middle third,ita.1,102,0,0.00,0.00,3.63
43,2,0,top third,top third,ita.1,47,0,0.00,0.00,7.56
43,2,1,ALL,ALL,ita.1,195,25,12.82,8.84,18.24
43,2,1,top third,middle third,ita.1,38,2,5.26,1.46,17.29
43,1,0,ALL,ALL,ita.1,1423,192,13.49,11.82,15.37
43,1,0,bottom third,bottom third,ita.1,101,12,11.88,6.93,19.63
43,1,0,bottom third,middle third,ita.1,145,32,22.07,16.09,29.49
43,1,0,bottom third,top third,ita.1,89,26,29.21,20.78,39.36
43,1,0,middle third,bottom third,ita.1,177,15,8.47,5.20,13.51
43,1,0,middle third,middle third,ita.1,160,20,12.50,8.24,18.52
43,1,0,middle third,top third,ita.1,129,32,24.81,18.15,32.92
43,1,0,top third,bottom third,ita.1,180,12,6.67,3.85,11.29
43,1,0,top third,middle third,ita.1,222,10,4.50,2.46,8.09
43,1,0,top third,top third,ita.1,168,29,17.26,12.30,23.69
44,3,0,ALL,ALL,ita.1,82,1,1.22,0.22,6.59
44,3,1,ALL,ALL,ita.1,33,1,3.03,0.54,15.32
44,2,0,ALL,ALL,ita.1,427,8,1.87,0.95,3.65
44,2,0,middle third,bottom third,ita.1,61,2,3.28,0.90,11.19
44,2,0,middle third,middle third,ita.1,35,1,2.86,0.51,14.53
44,2,0,top third,bottom third,ita.1,76,0,0.00,0.00,4.81
44,2,0,top third,middle third,ita.1,101,0,0.00,0.00,3.66
44,2,0,top third,top third,ita.1,48,0,0.00,0.00,7.41
44,2,1,ALL,ALL,ita.1,210,26,12.38,8.59,17.52
44,2,1,top third,middle third,ita.1,43,2,4.65,1.28,15.46
44,1,0,ALL,ALL,ita.1,1421,194,13.65,11.96,15.54
44,1,0,bottom third,bottom third,ita.1,101,12,11.88,6.93,19.63
44,1,0,bottom third,middle third,ita.1,142,30,21.13,15.22,28.56
44,1,0,bottom third,top third,ita.1,90,27,30.00,21.51,40.13
44,1,0,middle third,bottom third,ita.1,175,14,8.00,4.82,12.98
44,1,0,middle third,middle third,ita.1,156,21,13.46,8.98,19.70
44,1,0,middle third,top third,ita.1,129,33,25.58,18.83,33.74
44,1,0,top third,bottom third,ita.1,180,12,6.67,3.85,11.29
44,1,0,top third,middle third,ita.1,227,11,4.85,2.73,8.47
44,1,0,top third,top third,ita.1,168,30,17.86,12.80,24.35
45,3,0,ALL,ALL,ita.1,99,1,1.01,0.18,5.50
45,3,1,ALL,ALL,ita.1,42,1,2.38,0.42,12.32
45,2,0,ALL,ALL,ita.1,449,8,1.78,0.91,3.48
45,2,0,middle third,bottom third,ita.1,53,1,1.89,0.33,9.94
45,2,0,middle third,middle third,ita.1,38,1,2.63,0.47,13.50
45,2,0,top third,bottom third,ita.1,82,0,0.00,0.00,4.48
45,2,0,top third,middle third,ita.1,102,0,0.00,0.00,3.63
45,2,0,top third,top third,ita.1,56,1,1.79,0.32,9.45
45,2,1,ALL,ALL,ita.1,239,21,8.79,5.82,13.06
45,2,1,top third,middle third,ita.1,50,2,4.00,1.10,13.46
45,2,1,top third,top third,ita.1,32,2,6.25,1.73,20.15
45,1,0,ALL,ALL,ita.1,1392,172,12.36,10.73,14.19
45,1,0,bottom third,bottom third,ita.1,97,12,12.37,7.22,20.39
45,1,0,bottom third,middle third,ita.1,136,25,18.38,12.77,25.73
45,1,0,bottom third,top third,ita.1,88,26,29.55,21.03,39.77
45,1,0,middle third,bottom third,ita.1,173,12,6.94,4.01,11.73
45,1,0,middle third,middle third,ita.1,156,19,12.18,7.94,18.24
45,1,0,middle third,top third,ita.1,121,23,19.01,13.01,26.91
45,1,0,top third,bottom third,ita.1,179,13,7.26,4.29,12.03
45,1,0,top third,middle third,ita.1,229,13,5.68,3.35,9.47
45,1,0,top third,top third,ita.1,162,25,15.43,10.68,21.79
46,3,0,ALL,ALL,ita.1,103,1,0.97,0.17,5.30
46,3,1,ALL,ALL,ita.1,43,1,2.33,0.41,12.06
46,2,0,ALL,ALL,ita.1,452,8,1.77,0.90,3.45
46,2,0,middle third,bottom third,ita.1,54,1,1.85,0.33,9.77
46,2,0,middle third,middle third,ita.1,38,1,2.63,0.47,13.50
46,2,0,middle third,top third,ita.1,30,0,0.00,0.00,11.35
46,2,0,top third,bottom third,ita.1,82,0,0.00,0.00,4.48
46,2,0,top third,middle third,ita.1,103,0,0.00,0.00,3.60
46,2,0,top third,top third,ita.1,56,1,1.79,0.32,9.45
46,2,1,ALL,ALL,ita.1,244,21,8.61,5.70,12.80
46,2,1,middle third,bottom third,ita.1,30,4,13.33,5.31,29.68
46,2,1,top third,middle third,ita.1,51,2,3.92,1.08,13.22
46,2,1,top third,top third,ita.1,31,2,6.45,1.79,20.72
46,1,0,ALL,ALL,ita.1,1392,171,12.28,10.66,14.11
46,1,0,bottom third,bottom third,ita.1,97,12,12.37,7.22,20.39
46,1,0,bottom third,middle third,ita.1,137,26,18.98,13.29,26.36
46,1,0,bottom third,top third,ita.1,88,26,29.55,21.03,39.77
46,1,0,middle third,bottom third,ita.1,174,12,6.90,3.99,11.67
46,1,0,middle third,middle third,ita.1,156,18,11.54,7.42,17.50
46,1,0,middle third,top third,ita.1,122,23,18.85,12.90,26.70
46,1,0,top third,bottom third,ita.1,179,13,7.26,4.29,12.03
46,1,0,top third,middle third,ita.1,226,13,5.75,3.39,9.59
46,1,0,top third,top third,ita.1,163,25,15.34,10.61,21.66
