minute,leader_goals,trailer_goals,leader_strength,trailer_strength,competition,matches,comebacks,comebacks_per_100,could_really_be_low_per_100,could_really_be_high_per_100
86,1,0,ALL,ALL,ger.1,497,6,1.21,0.55,2.61
86,1,0,bottom third,bottom third,ger.1,53,2,3.77,1.04,12.75
86,1,0,bottom third,middle third,ger.1,63,0,0.00,0.00,5.75
86,1,0,bottom third,top third,ger.1,35,2,5.71,1.58,18.61
86,1,0,middle third,bottom third,ger.1,67,0,0.00,0.00,5.42
86,1,0,middle third,middle third,ger.1,52,1,1.92,0.34,10.12
86,1,0,middle third,top third,ger.1,30,1,3.33,0.59,16.67
86,1,0,top third,bottom third,ger.1,73,0,0.00,0.00,5.00
86,1,0,top third,middle third,ger.1,68,0,0.00,0.00,5.35
86,1,0,top third,top third,ger.1,32,0,0.00,0.00,10.72
87,5,0,ALL,ALL,ger.1,37,0,0.00,0.00,9.41
87,5,1,ALL,ALL,ger.1,42,0,0.00,0.00,8.38
87,4,0,ALL,ALL,ger.1,90,0,0.00,0.00,4.09
87,4,1,ALL,ALL,ger.1,84,0,0.00,0.00,4.37
87,4,2,ALL,ALL,ger.1,53,0,0.00,0.00,6.76
87,3,0,ALL,ALL,ger.1,206,0,0.00,0.00,1.83
87,3,0,top third,bottom third,ger.1,39,0,0.00,0.00,8.97
87,3,0,top third,middle third,ger.1,34,0,0.00,0.00,10.15
87,3,0,top third,top third,ger.1,30,0,0.00,0.00,11.35
87,3,1,ALL,ALL,ger.1,235,0,0.00,0.00,1.61
87,3,1,top third,bottom third,ger.1,45,0,0.00,0.00,7.87
87,3,1,top third,middle third,ger.1,38,0,0.00,0.00,9.18
87,3,2,ALL,ALL,ger.1,129,1,0.78,0.14,4.26
87,2,0,ALL,ALL,ger.1,361,1,0.28,0.05,1.55
87,2,0,bottom third,middle third,ger.1,34,0,0.00,0.00,10.15
87,2,0,middle third,bottom third,ger.1,46,0,0.00,0.00,7.71
87,2,0,middle third,middle third,ger.1,35,0,0.00,0.00,9.89
87,2,0,middle third,top third,ger.1,33,0,0.00,0.00,10.43
87,2,0,top third,bottom third,ger.1,69,1,1.45,0.26,7.76
87,2,0,top third,middle third,ger.1,48,0,0.00,0.00,7.41
87,2,0,top third,top third,ger.1,35,0,0.00,0.00,9.89
87,2,1,ALL,ALL,ger.1,469,1,0.21,0.04,1.20
87,2,1,bottom third,bottom third,ger.1,52,0,0.00,0.00,6.88
87,2,1,bottom third,middle third,ger.1,45,0,0.00,0.00,7.87
87,2,1,bottom third,top third,ger.1,41,0,0.00,0.00,8.57
87,2,1,middle third,bottom third,ger.1,47,0,0.00,0.00,7.56
87,2,1,middle third,middle third,ger.1,39,0,0.00,0.00,8.97
87,2,1,middle third,top third,ger.1,51,1,1.96,0.35,10.30
87,2,1,top third,bottom third,ger.1,55,0,0.00,0.00,6.53
87,2,1,top third,middle third,ger.1,72,0,0.00,0.00,5.07
87,2,1,top third,top third,ger.1,52,0,0.00,0.00,6.88
87,1,0,ALL,ALL,ger.1,487,3,0.62,0.21,1.80
87,1,0,bottom third,bottom third,ger.1,53,1,1.89,0.33,9.94
87,1,0,bottom third,middle third,ger.1,61,0,0.00,0.00,5.92
87,1,0,bottom third,top third,ger.1,36,1,2.78,0.49,14.17
87,1,0,middle third,bottom third,ger.1,64,0,0.00,0.00,5.66
87,1,0,middle third,middle third,ger.1,50,1,2.00,0.35,10.50
87,1,0,top third,bottom third,ger.1,70,0,0.00,0.00,5.20
87,1,0,top third,middle third,ger.1,69,0,0.00,0.00,5.27
87,1,0,top third,top third,ger.1,32,0,0.00,0.00,10.72
88,5,0,ALL,ALL,ger.1,37,0,0.00,0.00,9.41
88,5,1,ALL,ALL,ger.1,42,0,0.00,0.00,8.38
88,4,0,ALL,ALL,ger.1,90,0,0.00,0.00,4.09
88,4,1,ALL,ALL,ger.1,90,0,0.00,0.00,4.09
88,4,2,ALL,ALL,ger.1,51,0,0.00,0.00,7.00
88,3,0,ALL,ALL,ger.1,211,0,0.00,0.00,1.79
88,3,0,top third,bottom third,ger.1,39,0,0.00,0.00,8.97
88,3,0,top third,middle third,ger.1,36,0,0.00,0.00,9.64
88,3,0,top third,top third,ger.1,30,0,0.00,0.00,11.35
88,3,1,ALL,ALL,ger.1,236,0,0.00,0.00,1.60
88,3,1,top third,bottom third,ger.1,43,0,0.00,0.00,8.20
88,3,1,top third,middle third,ger.1,39,0,0.00,0.00,8.97
88,3,2,ALL,ALL,ger.1,137,1,0.73,0.13,4.02
88,2,0,ALL,ALL,ger.1,354,1,0.28,0.05,1.58
88,2,0,bottom third,bottom third,ger.1,30,0,0.00,0.00,11.35
88,2,0,bottom third,middle third,ger.1,34,0,0.00,0.00,10.15
88,2,0,middle third,bottom third,ger.1,47,0,0.00,0.00,7.56
88,2,0,middle third,middle third,ger.1,34,0,0.00,0.00,10.15
88,2,0,middle third,top third,ger.1,30,0,0.00,0.00,11.35
88,2,0,top third,bottom third,ger.1,67,1,1.49,0.26,7.98
88,2,0,top third,middle third,ger.1,48,0,0.00,0.00,7.41
88,2,0,top third,top third,ger.1,34,0,0.00,0.00,10.15
88,2,1,ALL,ALL,ger.1,472,1,0.21,0.04,1.19
88,2,1,bottom third,bottom third,ger.1,51,0,0.00,0.00,7.00
88,2,1,bottom third,middle third,ger.1,45,0,0.00,0.00,7.87
88,2,1,bottom third,top third,ger.1,41,0,0.00,0.00,8.57
88,2,1,middle third,bottom third,ger.1,46,0,0.00,0.00,7.71
88,2,1,middle third,middle third,ger.1,40,0,0.00,0.00,8.76
88,2,1,middle third,top third,ger.1,54,1,1.85,0.33,9.77
88,2,1,top third,bottom third,ger.1,58,0,0.00,0.00,6.21
88,2,1,top third,middle third,ger.1,70,0,0.00,0.00,5.20
88,2,1,top third,top third,ger.1,51,0,0.00,0.00,7.00
88,1,0,ALL,ALL,ger.1,482,2,0.41,0.11,1.50
88,1,0,bottom third,bottom third,ger.1,55,1,1.82,0.32,9.61
88,1,0,bottom third,middle third,ger.1,58,0,0.00,0.00,6.21
88,1,0,bottom third,top third,ger.1,36,0,0.00,0.00,9.64
88,1,0,middle third,bottom third,ger.1,65,0,0.00,0.00,5.58
88,1,0,middle third,middle third,ger.1,49,1,2.04,0.36,10.69
88,1,0,top third,bottom third,ger.1,70,0,0.00,0.00,5.20
88,1,0,top third,middle third,ger.1,65,0,0.00,0.00,5.58
88,1,0,top third,top third,ger.1,33,0,0.00,0.00,10.43
89,5,0,ALL,ALL,ger.1,41,0,0.00,0.00,8.57
89,5,1,ALL,ALL,ger.1,41,0,0.00,0.00,8.57
89,4,0,ALL,ALL,ger.1,89,0,0.00,0.00,4.14
89,4,1,ALL,ALL,ger.1,89,0,0.00,0.00,4.14
89,4,2,ALL,ALL,ger.1,53,0,0.00,0.00,6.76
89,3,0,ALL,ALL,ger.1,212,0,0.00,0.00,1.78
89,3,0,top third,bottom third,ger.1,42,0,0.00,0.00,8.38
89,3,0,top third,middle third,ger.1,34,0,0.00,0.00,10.15
89,3,1,ALL,ALL,ger.1,244,0,0.00,0.00,1.55
89,3,1,top third,bottom third,ger.1,44,0,0.00,0.00,8.03
89,3,1,top third,middle third,ger.1,45,0,0.00,0.00,7.87
89,3,2,ALL,ALL,ger.1,140,1,0.71,0.13,3.93
89,2,0,ALL,ALL,ger.1,349,0,0.00,0.00,1.09
89,2,0,bottom third,middle third,ger.1,33,0,0.00,0.00,10.43
89,2,0,middle third,bottom third,ger.1,47,0,0.00,0.00,7.56
89,2,0,middle third,middle third,ger.1,35,0,0.00,0.00,9.89
89,2,0,top third,bottom third,ger.1,64,0,0.00,0.00,5.66
89,2,0,top third,middle third,ger.1,47,0,0.00,0.00,7.56
89,2,0,top third,top third,ger.1,34,0,0.00,0.00,10.15
89,2,1,ALL,ALL,ger.1,475,1,0.21,0.04,1.18
89,2,1,bottom third,bottom third,ger.1,53,0,0.00,0.00,6.76
89,2,1,bottom third,middle third,ger.1,47,0,0.00,0.00,7.56
89,2,1,bottom third,top third,ger.1,41,0,0.00,0.00,8.57
89,2,1,middle third,bottom third,ger.1,48,0,0.00,0.00,7.41
89,2,1,middle third,middle third,ger.1,40,0,0.00,0.00,8.76
89,2,1,middle third,top third,ger.1,53,0,0.00,0.00,6.76
89,2,1,top third,bottom third,ger.1,60,1,1.67,0.29,8.86
89,2,1,top third,middle third,ger.1,66,0,0.00,0.00,5.50
89,2,1,top third,top third,ger.1,53,0,0.00,0.00,6.76
89,1,0,ALL,ALL,ger.1,470,2,0.43,0.12,1.54
89,1,0,bottom third,bottom third,ger.1,54,1,1.85,0.33,9.77
89,1,0,bottom third,middle third,ger.1,58,0,0.00,0.00,6.21
89,1,0,bottom third,top third,ger.1,35,0,0.00,0.00,9.89
89,1,0,middle third,bottom third,ger.1,64,0,0.00,0.00,5.66
89,1,0,middle third,middle third,ger.1,46,1,2.17,0.38,11.34
89,1,0,top third,bottom third,ger.1,66,0,0.00,0.00,5.50
89,1,0,top third,middle third,ger.1,65,0,0.00,0.00,5.58
89,1,0,top third,top third,ger.1,32,0,0.00,0.00,10.72
90,5,0,ALL,ALL,ger.1,40,0,0.00,0.00,8.76
90,5,1,ALL,ALL,ger.1,50,0,0.00,0.00,7.14
90,4,0,ALL,ALL,ger.1,103,0,0.00,0.00,3.60
90,4,1,ALL,ALL,ger.1,102,0,0.00,0.00,3.63
90,4,2,ALL,ALL,ger.1,62,0,0.00,0.00,5.83
90,3,0,ALL,ALL,ger.1,213,0,0.00,0.00,1.77
90,3,0,top third,bottom third,ger.1,45,0,0.00,0.00,7.87
90,3,0,top third,middle third,ger.1,35,0,0.00,0.00,9.89
90,3,1,ALL,ALL,ger.1,277,0,0.00,0.00,1.37
90,3,1,bottom third,bottom third,ger.1,34,0,0.00,0.00,10.15
90,3,1,middle third,bottom third,ger.1,31,0,0.00,0.00,11.03
90,3,1,middle third,middle third,ger.1,30,0,0.00,0.00,11.35
90,3,1,top third,bottom third,ger.1,54,0,0.00,0.00,6.64
90,3,1,top third,middle third,ger.1,47,0,0.00,0.00,7.56
90,3,2,ALL,ALL,ger.1,154,0,0.00,0.00,2.43
90,2,0,ALL,ALL,ger.1,345,0,0.00,0.00,1.10
90,2,0,bottom third,bottom third,ger.1,33,0,0.00,0.00,10.43
90,2,0,bottom third,middle third,ger.1,32,0,0.00,0.00,10.72
90,2,0,middle third,bottom third,ger.1,45,0,0.00,0.00,7.87
90,2,0,middle third,middle third,ger.1,35,0,0.00,0.00,9.89
90,2,0,top third,bottom third,ger.1,67,0,0.00,0.00,5.42
90,2,0,top third,middle third,ger.1,47,0,0.00,0.00,7.56
90,2,0,top third,top third,ger.1,32,0,0.00,0.00,10.72
90,2,1,ALL,ALL,ger.1,454,0,0.00,0.00,0.84
90,2,1,bottom third,bottom third,ger.1,49,0,0.00,0.00,7.27
90,2,1,bottom third,middle third,ger.1,50,0,0.00,0.00,7.14
90,2,1,bottom third,top third,ger.1,40,0,0.00,0.00,8.76
90,2,1,middle third,bottom third,ger.1,45,0,0.00,0.00,7.87
90,2,1,middle third,middle third,ger.1,46,0,0.00,0.00,7.71
90,2,1,middle third,top third,ger.1,53,0,0.00,0.00,6.76
90,2,1,top third,bottom third,ger.1,49,0,0.00,0.00,7.27
90,2,1,top third,middle third,ger.1,57,0,0.00,0.00,6.31
90,2,1,top third,top third,ger.1,50,0,0.00,0.00,7.14
90,1,0,ALL,ALL,ger.1,368,0,0.00,0.00,1.03
90,1,0,bottom third,bottom third,ger.1,43,0,0.00,0.00,8.20
90,1,0,bottom third,middle third,ger.1,46,0,0.00,0.00,7.71
90,1,0,middle third,bottom third,ger.1,49,0,0.00,0.00,7.27
90,1,0,middle third,middle third,ger.1,33,0,0.00,0.00,10.43
90,1,0,top third,bottom third,ger.1,55,0,0.00,0.00,6.53
90,1,0,top third,middle third,ger.1,54,0,0.00,0.00,6.64
1,1,0,ALL,ALL,ita.1,35,5,14.29,6.26,29.38
2,1,0,ALL,ALL,ita.1,117,17,14.53,9.27,22.04
3,1,0,ALL,ALL,ita.1,195,31,15.90,11.43,21.68
3,1,0,top third,middle third,ita.1,30,4,13.33,5.31,29.68
4,1,0,ALL,ALL,ita.1,271,44,16.24,12.32,21.09
4,1,0,middle third,bottom third,ita.1,34,3,8.82,3.05,22.96
4,1,0,top third,bottom third,ita.1,30,1,3.33,0.59,16.67
4,1,0,top third,middle third,ita.1,49,4,8.16,3.22,19.19
4,1,0,top third,top third,ita.1,38,7,18.42,9.22,33.42
5,1,0,ALL,ALL,ita.1,352,60,17.05,13.48,21.32
5,1,0,bottom third,middle third,ita.1,31,8,25.81,13.70,43.25
5,1,0,middle third,bottom third,ita.1,42,5,11.90,5.19,25.00
5,1,0,middle third,middle third,ita.1,30,4,13.33,5.31,29.68
5,1,0,top third,bottom third,ita.1,43,4,9.30,3.68,21.60
5,1,0,top third,middle third,ita.1,61,4,6.56,2.58,15.68
5,1,0,top third,top third,ita.1,53,10,18.87,10.59,31.36
6,1,0,ALL,ALL,ita.1,433,72,16.63,13.42,20.43
6,1,0,bottom third,bottom third,ita.1,31,5,16.13,7.09,32.63
6,1,0,bottom third,middle third,ita.1,38,10,26.32,14.97,42.01
6,1,0,bottom third,top third,ita.1,30,10,33.33,19.23,51.22
6,1,0,middle third,bottom third,ita.1,52,7,13.46,6.68,25.27
6,1,0,middle third,middle third,ita.1,41,7,17.07,8.53,31.26
6,1,0,middle third,top third,ita.1,35,11,31.43,18.55,47.98
6,1,0,top third,bottom third,ita.1,58,5,8.62,3.74,18.64
6,1,0,top third,middle third,ita.1,74,4,5.41,2.12,13.09
6,1,0,top third,top third,ita.1,59,10,16.95,9.48,28.46
7,1,0,ALL,ALL,ita.1,491,78,15.89,12.92,19.38
7,1,0,bottom third,bottom third,ita.1,37,6,16.22,7.65,31.14
7,1,0,bottom third,middle third,ita.1,37,10,27.03,15.40,42.98
7,1,0,bottom third,top third,ita.1,34,11,32.35,19.13,49.16
7,1,0,middle third,bottom third,ita.1,60,8,13.33,6.91,24.17
7,1,0,middle third,middle third,ita.1,48,9,18.75,10.19,31.94
7,1,0,middle third,top third,ita.1,40,11,27.50,16.11,42.84
7,1,0,top third,bottom third,ita.1,72,5,6.94,3.00,15.25
7,1,0,top third,middle third,ita.1,80,4,5.00,1.96,12.16
7,1,0,top third,top third,ita.1,65,9,13.85,7.46,24.27
8,1,0,ALL,ALL,ita.1,575,93,16.17,13.39,19.41
8,1,0,bottom third,bottom third,ita.1,43,7,16.28,8.12,29.97
8,1,0,bottom third,middle third,ita.1,50,13,26.00,15.87,39.55
8,1,0,bottom third,top third,ita.1,39,13,33.33,20.63,49.02
8,1,0,middle third,bottom third,ita.1,70,9,12.86,6.91,22.66
8,1,0,middle third,middle third,ita.1,56,9,16.07,8.69,27.81
8,1,0,middle third,top third,ita.1,45,12,26.67,15.96,41.04
8,1,0,top third,bottom third,ita.1,80,5,6.25,2.70,13.81
8,1,0,top third,middle third,ita.1,95,7,7.37,3.61,14.44
8,1,0,top third,top third,ita.1,76,11,14.47,8.28,24.09
9,1,0,ALL,ALL,ita.1,641,107,16.69,14.01,19.78
9,1,0,bottom third,bottom third,ita.1,50,8,16.00,8.34,28.51
9,1,0,bottom third,middle third,ita.1,55,12,21.82,12.95,34.37
9,1,0,bottom third,top third,ita.1,47,17,36.17,23.97,50.46
9,1,0,middle third,bottom third,ita.1,75,9,12.00,6.44,21.26
9,1,0,middle third,middle third,ita.1,65,12,18.46,10.89,29.55
9,1,0,middle third,top third,ita.1,54,15,27.78,17.62,40.89
9,1,0,top third,bottom third,ita.1,88,5,5.68,2.45,12.62
9,1,0,top third,middle third,ita.1,106,8,7.55,3.87,14.19
9,1,0,top third,top third,ita.1,80,13,16.25,9.75,25.84
10,2,0,ALL,ALL,ita.1,34,1,2.94,0.52,14.92
10,1,0,ALL,ALL,ita.1,714,120,16.81,14.24,19.73
10,1,0,bottom third,bottom third,ita.1,58,10,17.24,9.64,28.91
10,1,0,bottom third,middle third,ita.1,63,14,22.22,13.72,33.91
10,1,0,bottom third,top third,ita.1,51,17,33.33,21.97,47.03
10,1,0,middle third,bottom third,ita.1,76,10,13.16,7.31,22.55
10,1,0,middle third,middle third,ita.1,72,13,18.06,10.87,28.48
10,1,0,middle third,top third,ita.1,60,18,30.00,19.90,42.51
10,1,0,top third,bottom third,ita.1,102,5,4.90,2.11,10.97
10,1,0,top third,middle third,ita.1,120,8,6.67,3.42,12.61
10,1,0,top third,top third,ita.1,91,16,17.58,11.12,26.67
11,2,0,ALL,ALL,ita.1,44,2,4.55,1.26,15.14
11,1,0,ALL,ALL,ita.1,772,132,17.10,14.61,19.92
11,1,0,bottom third,bottom third,ita.1,62,12,19.35,11.43,30.85
11,1,0,bottom third,middle third,ita.1,68,16,23.53,15.03,34.86
11,1,0,bottom third,top third,ita.1,54,20,37.04,25.42,50.37
11,1,0,middle third,bottom third,ita.1,82,11,13.41,7.66,22.45
11,1,0,middle third,middle third,ita.1,84,16,19.05,12.08,28.72
11,1,0,middle third,top third,ita.1,64,20,31.25,21.23,43.39
11,1,0,top third,bottom third,ita.1,108,5,4.63,1.99,10.38
11,1,0,top third,middle third,ita.1,134,8,5.97,3.06,11.34
11,1,0,top third,top third,ita.1,94,16,17.02,10.76,25.87
12,2,0,ALL,ALL,ita.1,53,2,3.77,1.04,12.75
12,1,0,ALL,ALL,ita.1,836,138,16.51,14.14,19.18
12,1,0,bottom third,bottom third,ita.1,64,12,18.75,11.06,29.97
12,1,0,bottom third,middle third,ita.1,77,19,24.68,16.40,35.35
12,1,0,bottom third,top third,ita.1,58,21,36.21,25.05,49.07
12,1,0,middle third,bottom third,ita.1,86,10,11.63,6.44,20.10
12,1,0,middle third,middle third,ita.1,88,16,18.18,11.51,27.51
12,1,0,middle third,top third,ita.1,72,20,27.78,18.76,39.05
12,1,0,top third,bottom third,ita.1,114,5,4.39,1.89,9.86
12,1,0,top third,middle third,ita.1,150,8,5.33,2.73,10.17
12,1,0,top third,top third,ita.1,101,19,18.81,12.39,27.52
13,2,0,ALL,ALL,ita.1,62,3,4.84,1.66,13.29
13,1,0,ALL,ALL,ita.1,896,141,15.74,13.50,18.27
13,1,0,bottom third,bottom third,ita.1,69,12,17.39,10.24,27.98
13,1,0,bottom third,middle third,ita.1,81,18,22.22,14.54,32.42
13,1,0,bottom third,top third,ita.1,64,22,34.38,23.92,46.60
13,1,0,middle third,bottom third,ita.1,89,10,11.24,6.22,19.46
13,1,0,middle third,middle third,ita.1,97,16,16.49,10.42,25.13
13,1,0,middle third,top third,ita.1,78,23,29.49,20.52,40.38
13,1,0,top third,bottom third,ita.1,122,5,4.10,1.76,9.24
13,1,0,top third,middle third,ita.1,162,8,4.94,2.52,9.44
13,1,0,top third,top third,ita.1,106,19,17.92,11.79,26.31
14,2,0,ALL,ALL,ita.1,69,2,2.90,0.80,9.97
14,1,0,ALL,ALL,ita.1,951,143,15.04,12.91,17.45
14,1,0,bottom third,bottom third,ita.1,69,13,18.84,11.35,29.61
14,1,0,bottom third,middle third,ita.1,85,18,21.18,13.84,31.01
14,1,0,bottom third,top third,ita.1,66,20,30.30,20.55,42.22
14,1,0,middle third,bottom third,ita.1,99,10,10.10,5.58,17.60
14,1,0,middle third,middle third,ita.1,99,16,16.16,10.20,24.65
14,1,0,middle third,top third,ita.1,84,24,28.57,20.01,39.00
14,1,0,top third,bottom third,ita.1,132,6,4.55,2.10,9.56
14,1,0,top third,middle third,ita.1,167,8,4.79,2.45,9.17
14,1,0,top third,top third,ita.1,118,20,16.95,11.25,24.73
15,2,0,ALL,ALL,ita.1,79,3,3.80,1.30,10.58
15,1,0,ALL,ALL,ita.1,1005,155,15.42,13.32,17.79
15,1,0,bottom third,bottom third,ita.1,74,13,17.57,10.56,27.77
15,1,0,bottom third,middle third,ita.1,88,18,20.45,13.35,30.03
15,1,0,bottom third,top third,ita.1,68,24,35.29,25.00,47.16
15,1,0,middle third,bottom third,ita.1,103,11,10.68,6.07,18.12
15,1,0,middle third,middle third,ita.1,103,16,15.53,9.79,23.75
15,1,0,middle third,top third,ita.1,88,25,28.41,20.04,38.58
15,1,0,top third,bottom third,ita.1,144,7,4.86,2.37,9.69
15,1,0,top third,middle third,ita.1,177,8,4.52,2.31,8.66
15,1,0,top third,top third,ita.1,126,24,19.05,13.15,26.78
16,2,0,ALL,ALL,ita.1,88,3,3.41,1.17,9.55
16,1,0,ALL,ALL,ita.1,1034,157,15.18,13.13,17.50
16,1,0,bottom third,bottom third,ita.1,75,13,17.33,10.42,27.43
16,1,0,bottom third,middle third,ita.1,90,19,21.11,13.95,30.63
16,1,0,bottom third,top third,ita.1,68,21,30.88,21.17,42.64
16,1,0,middle third,bottom third,ita.1,109,12,11.01,6.41,18.26
16,1,0,middle third,middle third,ita.1,108,17,15.74,10.07,23.77
16,1,0,middle third,top third,ita.1,90,25,27.78,19.58,37.80
16,1,0,top third,bottom third,ita.1,144,8,5.56,2.84,10.58
16,1,0,top third,middle third,ita.1,184,9,4.89,2.59,9.03
16,1,0,top third,top third,ita.1,130,24,18.46,12.73,26.00
17,2,0,ALL,ALL,ita.1,104,3,2.88,0.99,8.14
17,1,0,ALL,ALL,ita.1,1092,166,15.20,13.19,17.45
17,1,0,bottom third,bottom third,ita.1,75,13,17.33,10.42,27.43
17,1,0,bottom third,middle third,ita.1,97,21,21.65,14.62,30.84
17,1,0,bottom third,top third,ita.1,73,23,31.51,22.00,42.86
17,1,0,middle third,bottom third,ita.1,109,13,11.93,7.10,19.34
17,1,0,middle third,middle third,ita.1,118,19,16.10,10.56,23.78
17,1,0,middle third,top third,ita.1,96,26,27.08,19.20,36.73
17,1,0,top third,bottom third,ita.1,152,8,5.26,2.69,10.04
17,1,0,top third,middle third,ita.1,195,9,4.62,2.45,8.54
17,1,0,top third,top third,ita.1,136,25,18.38,12.77,25.73
18,2,0,ALL,ALL,ita.1,124,4,3.23,1.26,8.00
18,1,0,ALL,ALL,ita.1,1124,172,15.30,13.32,17.53
18,1,0,bottom third,bottom third,ita.1,76,13,17.11,10.28,27.10
18,1,0,bottom third,middle third,ita.1,99,22,22.22,15.16,31.36
18,1,0,bottom third,top third,ita.1,74,23,31.08,21.69,42.34
18,1,0,middle third,bottom third,ita.1,114,14,12.28,7.46,19.56
18,1,0,middle third,middle third,ita.1,124,23,18.55,12.69,26.30
18,1,0,middle third,top third,ita.1,100,25,25.00,17.55,34.30
18,1,0,top third,bottom third,ita.1,150,8,5.33,2.73,10.17
18,1,0,top third,middle third,ita.1,200,9,4.50,2.39,8.33
18,1,0,top third,top third,ita.1,143,27,18.88,13.31,26.08
19,2,0,ALL,ALL,ita.1,143,6,4.20,1.94,8.85
19,1,0,ALL,ALL,ita.1,1166,180,15.44,13.48,17.62
19,1,0,bottom third,bottom third,ita.1,74,13,17.57,10.56,27.77
19,1,0,bottom third,middle third,ita.1,106,23,21.70,14.92,30.46
19,1,0,bottom third,top third,ita.1,78,26,33.33,23.87,44.36
19,1,0,middle third,bottom third,ita.1,121,16,13.22,8.31,20.40
19,1,0,middle third,middle third,ita.1,128,24,18.75,12.94,26.39
19,1,0,middle third,top third,ita.1,103,26,25.24,17.85,34.42
19,1,0,top third,bottom third,ita.1,160,8,5.00,2.56,9.56
19,1,0,top third,middle third,ita.1,206,10,4.85,2.66,8.70
19,1,0,top third,top third,ita.1,145,27,18.62,13.12,25.74
20,2,0,ALL,ALL,ita.1,157,5,3.18,1.37,7.24
20,2,0,top third,middle third,ita.1,31,1,3.23,0.57,16.19
20,1,0,ALL,ALL,ita.1,1188,186,15.66,13.70,17.83
20,1,0,bottom third,bottom third,ita.1,76,12,15.79,9.27,25.60
20,1,0,bottom third,middle third,ita.1,106,24,22.64,15.71,31.48
20,1,0,bottom third,top third,ita.1,80,27,33.75,24.35,44.64
20,1,0,middle third,bottom third,ita.1,125,17,13.60,8.67,20.70
20,1,0,middle third,middle third,ita.1,128,22,17.19,11.63,24.65
20,1,0,middle third,top third,ita.1,106,28,26.42,18.95,35.53
20,1,0,top third,bottom third,ita.1,165,10,6.06,3.32,10.80
20,1,0,top third,middle third,ita.1,207,10,4.83,2.64,8.66
20,1,0,top third,top third,ita.1,148,29,19.59,14.00,26.72
21,2,0,ALL,ALL,ita.1,168,5,2.98,1.28,6.78
21,2,0,top third,bottom third,ita.1,30,0,0.00,0.00,11.35
21,2,0,top third,middle third,ita.1,33,1,3.03,0.54,15.32
21,1,0,ALL,ALL,ita.1,1211,190,15.69,13.75,17.85
21,1,0,bottom third,bottom third,ita.1,75,12,16.00,9.40,25.92
21,1,0,bottom third,middle third,ita.1,110,26,23.64,16.67,32.38
21,1,0,bottom third,top third,ita.1,78,26,33.33,23.87,44.36
21,1,0,middle third,bottom third,ita.1,130,16,12.31,7.72,19.06
21,1,0,middle third,middle third,ita.1,132,23,17.42,11.90,24.79
21,1,0,middle third,top third,ita.1,105,27,25.71,18.32,34.83
21,1,0,top third,bottom third,ita.1,170,10,5.88,3.23,10.49
21,1,0,top third,middle third,ita.1,210,11,5.24,2.95,9.13
21,1,0,top third,top third,ita.1,152,32,21.05,15.33,28.21
22,2,0,ALL,ALL,ita.1,184,5,2.72,1.17,6.20
22,2,0,top third,bottom third,ita.1,36,0,0.00,0.00,9.64
22,2,0,top third,middle third,ita.1,38,1,2.63,0.47,13.50
22,2,1,ALL,ALL,ita.1,33,2,6.06,1.68,19.61
22,1,0,ALL,ALL,ita.1,1241,200,16.12,14.18,18.27
22,1,0,bottom third,bottom third,ita.1,81,12,14.81,8.68,24.13
22,1,0,bottom third,middle third,ita.1,115,30,26.09,18.93,34.79
22,1,0,bottom third,top third,ita.1,79,28,35.44,25.80,46.44
22,1,0,middle third,bottom third,ita.1,137,16,11.68,7.32,18.13
22,1,0,middle third,middle third,ita.1,134,24,17.91,12.34,25.27
22,1,0,middle third,top third,ita.1,110,29,26.36,19.03,35.29
22,1,0,top third,bottom third,ita.1,172,10,5.81,3.19,10.37
22,1,0,top third,middle third,ita.1,210,12,5.71,3.30,9.72
22,1,0,top third,top third,ita.1,153,32,20.92,15.22,28.03
23,2,0,ALL,ALL,ita.1,202,5,2.48,1.06,5.66
23,2,0,top third,bottom third,ita.1,38,0,0.00,0.00,9.18
23,2,0,top third,middle third,ita.1,47,1,2.13,0.38,11.11
23,2,1,ALL,ALL,ita.1,36,2,5.56,1.54,18.14
23,1,0,ALL,ALL,ita.1,1264,204,16.14,14.21,18.27
23,1,0,bottom third,bottom third,ita.1,82,12,14.63,8.57,23.86
23,1,0,bottom third,middle third,ita.1,118,32,27.12,19.91,35.77
23,1,0,bottom third,top third,ita.1,79,30,37.97,28.07,49.00
23,1,0,middle third,bottom third,ita.1,141,16,11.35,7.11,17.64
23,1,0,middle third,middle third,ita.1,133,23,17.29,11.81,24.61
23,1,0,middle third,top third,ita.1,112,31,27.68,20.24,36.60
23,1,0,top third,bottom third,ita.1,176,10,5.68,3.12,10.14
23,1,0,top third,middle third,ita.1,214,13,6.07,3.58,10.11
23,1,0,top third,top third,ita.1,159,30,18.87,13.55,25.66
24,2,0,ALL,ALL,ita.1,213,7,3.29,1.60,6.63
24,2,0,top third,bottom third,ita.1,39,0,0.00,0.00,8.97
24,2,0,top third,middle third,ita.1,50,1,2.00,0.35,10.50
24,2,0,top third,top third,ita.1,32,1,3.12,0.55,15.74
24,2,1,ALL,ALL,ita.1,40,3,7.50,2.58,19.86
24,1,0,ALL,ALL,ita.1,1277,200,15.66,13.77,17.76
24,1,0,bottom third,bottom third,ita.1,90,13,14.44,8.64,23.16
24,1,0,bottom third,middle third,ita.1,120,32,26.67,19.57,35.21
24,1,0,bottom third,top third,ita.1,78,29,37.18,27.29,48.27
