series,category,frequency,fee_type,n_open_markets,n_settled_downloaded,median_spread_cents,median_price,quoted_fraction,median_volume,markets_per_event,strike_types,breakeven_edge_cents,d1_ground_truth,d2_cost_bar,d3_liquidity,d4_structural,d5_recurrence,d6_counterparty,d7_settlement,d8_data_cost,total_score,killed,kill_reasons
KXDOED,Politics,custom,quadratic,1,0,2.0,0.14,1.0,157933.7,1.0,,3.7,0,3,4,0,0,,2,5,14,True,no ground truth and no structural check (pure opinion)
KXDOGEMAXMON,Crypto,monthly,quadratic,8,0,,,0.0,4412.1,8.0,greater,,3,0,0,3,0,,3,5,14,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXDOMINICANREPUBLICSENATE,Unknown,,quadratic,3,0,8.8,0.1445,1.0,483.6,3.0,custom,10.54,1,1,3,1,0,,3,5,14,True,median spread 8.8c exceeds any plausible edge
KXDPRESPRIMARY,Unknown,,quadratic,15,0,3.0,0.095,0.733,0.0,15.0,custom,4.22,1,3,0,2,0,,3,5,14,True,no liquidity: zero median volume or quotes mostly absent
KXEARNINGSMENTIONAMD,Unknown,,quadratic,17,0,9.0,0.59,1.0,946.1,17.0,custom,12.4,1,0,3,2,0,,3,5,14,True,median spread 9.0c exceeds any plausible edge
KXEARNINGSMENTIONCAVA,Unknown,,quadratic,17,0,11.0,0.37,1.0,409.2,17.0,custom,14.28,1,0,3,2,0,,3,5,14,True,median spread 11.0c exceeds any plausible edge
KXEARNINGSMENTIONCCL,Unknown,,quadratic,15,0,53.0,0.35,1.0,404.0,15.0,custom,56.2,1,0,3,2,0,,3,5,14,True,median spread 53.0c exceeds any plausible edge
KXEARNINGSMENTIONEBAY,Unknown,,quadratic,15,0,11.0,0.53,1.0,1068.9,15.0,custom,14.5,1,0,3,2,0,,3,5,14,True,median spread 11.0c exceeds any plausible edge
KXEARNINGSMENTIONFUTU,Unknown,,quadratic,12,0,19.0,0.2075,1.0,729.9,12.0,custom,21.32,1,0,3,2,0,,3,5,14,True,median spread 19.0c exceeds any plausible edge
KXEARNINGSMENTIONLLY,Unknown,,quadratic,15,0,21.0,0.29,1.0,1014.0,15.0,custom,23.9,1,0,3,2,0,,3,5,14,True,median spread 21.0c exceeds any plausible edge
KXEARNINGSMENTIONMELI,Unknown,,quadratic,14,0,10.0,0.29,1.0,540.8,14.0,custom,12.9,1,0,3,2,0,,3,5,14,True,median spread 10.0c exceeds any plausible edge
KXEARNINGSMENTIONZETA,Unknown,,quadratic,14,0,36.5,0.415,1.0,386.0,14.0,custom,39.9,1,0,3,2,0,,3,5,14,True,median spread 36.5c exceeds any plausible edge
KXECONSTATCPIYOY,Economics,custom,quadratic,84,0,9.0,0.085,0.179,225.0,21.0,custom,10.1,1,1,2,2,0,,3,5,14,True,median spread 9.0c exceeds any plausible edge
KXEFFR,Economics,custom,quadratic,5,0,23.0,0.75,1.0,16.1,5.0,greater,25.64,1,0,2,3,0,,3,5,14,True,median spread 23.0c exceeds any plausible edge
KXELECTFRAUD,Politics,one_off,quadratic,1,0,4.2,0.048,1.0,48483.5,1.0,,4.84,0,3,4,0,0,,2,5,14,True,no ground truth and no structural check (pure opinion)
KXEPLTOP,Sports,custom,quadratic,60,0,11.0,0.305,0.75,123.8,20.0,structured,13.98,1,0,3,2,0,,3,5,14,True,median spread 11.0c exceeds any plausible edge
KXEXPELL,Politics,annual,quadratic,1,0,3.5,0.0925,1.0,22017.1,1.0,,4.68,0,3,4,0,0,,2,5,14,True,no ground truth and no structural check (pure opinion)
KXF1ACTION,Sports,custom,quadratic,23,0,4.0,0.04,0.478,0.0,23.0,"custom,structured",4.54,1,3,0,2,0,,3,5,14,True,no liquidity: zero median volume or quotes mostly absent
KXF1NEXTTEAM,Sports,custom,quadratic,12,0,2.5,0.2125,0.333,6.4,12.0,structured,4.86,1,3,0,2,0,,3,5,14,True,no liquidity: zero median volume or quotes mostly absent
KXFDAAPPROVALPSYCHEDELIC,Science and Technology,custom,quadratic,1,0,3.0,0.365,1.0,357108.4,1.0,,6.26,0,2,4,0,0,,3,5,14,True,no ground truth and no structural check (pure opinion)
KXFREDDIE,Financials,one_off,quadratic,11,0,9.0,0.06,0.636,642.0,11.0,custom,9.8,1,1,2,2,0,,3,5,14,True,median spread 9.0c exceeds any plausible edge
KXFREEIVF,Politics,custom,quadratic,1,0,2.0,0.14,1.0,35765.7,1.0,,3.7,0,3,4,0,0,,2,5,14,True,no ground truth and no structural check (pure opinion)
KXGHANAPARLI,Unknown,,quadratic,2,0,8.5,0.4875,1.0,7495.8,2.0,custom,12.0,1,1,3,1,0,,3,5,14,True,median spread 8.5c exceeds any plausible edge
KXGPTCOST,Science and Technology,custom,quadratic,1,0,5.0,0.125,1.0,74104.6,1.0,,6.54,0,2,4,0,0,,3,5,14,True,no ground truth and no structural check (pure opinion)
KXH100MAX,Science and Technology,annual,quadratic,6,0,10.0,0.3375,1.0,433.9,6.0,greater,13.14,0,0,3,3,0,,3,5,14,True,median spread 10.0c exceeds any plausible edge
KXICERENAME,Politics,one_off,quadratic,1,0,2.0,0.17,1.0,22080.5,1.0,,3.98,0,3,4,0,0,,2,5,14,True,no ground truth and no structural check (pure opinion)
KXIMFTWEETS,Economics,weekly,quadratic,6,0,10.0,0.29,0.5,172.0,6.0,"between,greater,less",12.9,1,0,1,4,0,,3,5,14,True,median spread 10.0c exceeds any plausible edge
KXINEQUALITY,Economics,custom,quadratic,1,0,8.0,0.28,1.0,14738.6,1.0,,10.84,1,1,4,0,0,,3,5,14,True,median spread 8.0c exceeds any plausible edge
KXIPOAIRTABLE,Financials,one_off,quadratic,4,0,9.0,0.245,1.0,553.6,4.0,custom,11.6,1,1,3,1,0,,3,5,14,True,median spread 9.0c exceeds any plausible edge
KXIPOAPPSFLYER,Financials,one_off,quadratic,11,0,9.0,0.115,0.909,24.0,11.0,custom,10.44,1,1,2,2,0,,3,5,14,True,median spread 9.0c exceeds any plausible edge
KXIPODEEL,Financials,one_off,quadratic,11,0,9.0,0.145,0.727,735.0,11.0,custom,10.74,1,1,2,2,0,,3,5,14,True,median spread 9.0c exceeds any plausible edge
KXIPOOURA,Financials,one_off,quadratic,6,0,9.0,0.695,1.0,4290.4,6.0,custom,11.98,1,1,3,1,0,,3,5,14,True,median spread 9.0c exceeds any plausible edge
KXISMPMI,Economics,custom,quadratic,8,0,10.5,0.845,0.75,2003.4,8.0,greater_or_equal,12.34,1,0,2,3,0,,3,5,14,True,median spread 10.5c exceeds any plausible edge
KXITGDPQOQA,Economics,custom,quadratic,15,0,21.5,0.7675,0.667,33.0,15.0,greater,24.0,1,0,1,4,0,,3,5,14,True,median spread 21.5c exceeds any plausible edge
KXITGDPYOYA,Economics,custom,quadratic,15,0,35.5,0.7875,0.8,64.0,15.0,greater,37.86,1,0,1,4,0,,3,5,14,True,median spread 35.5c exceeds any plausible edge
KXKENYAASSEMBLY,Unknown,,quadratic,3,0,8.0,0.485,1.0,751.0,3.0,custom,11.5,1,1,3,1,0,,3,5,14,True,median spread 8.0c exceeds any plausible edge
KXKLEAGUE1HTOTAL,Sports,custom,quadratic,9,0,5.0,0.305,0.889,0.0,3.0,greater,7.98,1,2,0,3,0,,3,5,14,True,no liquidity: zero median volume or quotes mostly absent
KXLAIOUT,Unknown,,quadratic,3,0,8.5,0.135,1.0,4312.4,3.0,,10.14,1,1,3,1,0,,3,5,14,True,median spread 8.5c exceeds any plausible edge
KXLEADERMLBHITS,Sports,annual,quadratic,72,0,3.0,0.075,0.069,37.5,72.0,custom,3.98,1,3,0,2,0,,3,5,14,True,no liquidity: zero median volume or quotes mostly absent
KXLIGUE1,Sports,annual,quadratic_with_maker_fees,18,0,3.5,0.035,0.333,0.0,18.0,structured,3.98,1,3,0,2,0,,3,5,14,True,no liquidity: zero median volume or quotes mostly absent
KXLIVCOMPETE,Sports,custom,quadratic,15,0,9.0,0.105,1.0,62.2,15.0,structured,10.32,1,1,2,2,0,,3,5,14,True,median spread 9.0c exceeds any plausible edge
KXLLAMA5,Science and Technology,one_off,quadratic,1,0,4.0,0.08,1.0,75032.6,1.0,,5.04,0,2,4,0,0,,3,5,14,True,no ground truth and no structural check (pure opinion)
KXLOWTLAX,Unknown,,quadratic,12,0,11.5,0.1825,0.5,743.9,6.0,"between,greater,less",13.6,1,0,1,4,0,,3,5,14,True,median spread 11.5c exceeds any plausible edge
KXLOWTPHIL,Unknown,,quadratic,6,0,14.5,0.4925,0.333,217.9,6.0,"between,greater,less",18.0,1,0,1,4,0,,3,5,14,True,median spread 14.5c exceeds any plausible edge
KXM2GROWTH,Economics,annual,quadratic,5,0,6.0,0.195,1.0,0.0,5.0,"between,greater_or_equal,less",8.2,1,1,0,4,0,,3,5,14,True,no liquidity: zero median volume or quotes mostly absent
KXMACBOOKPRICE,Unknown,,quadratic,7,0,47.0,0.365,1.0,82.0,7.0,less,50.26,1,0,2,3,0,,3,5,14,True,median spread 47.0c exceeds any plausible edge
KXMACRONOWENSLONG,Politics,one_off,quadratic,1,0,1.0,0.535,1.0,14243.1,1.0,,4.5,0,3,4,0,0,,2,5,14,True,no ground truth and no structural check (pure opinion)
KXMARIJUANA280E,Politics,one_off,quadratic,1,0,2.0,0.21,1.0,11405.3,1.0,,4.34,0,3,4,0,0,,2,5,14,True,no ground truth and no structural check (pure opinion)
KXMARTIAL,Politics,custom,quadratic,1,0,1.0,0.355,1.0,51492.3,1.0,,4.22,0,3,4,0,0,,2,5,14,True,no ground truth and no structural check (pure opinion)
KXME,Financials,one_off,quadratic,6,0,38.0,0.795,0.833,220.7,6.0,greater_or_equal,40.3,1,0,2,3,0,,3,5,14,True,median spread 38.0c exceeds any plausible edge
KXMEISSNER,Science and Technology,custom,quadratic,1,0,4.0,0.05,1.0,2716.4,1.0,,4.68,0,3,3,0,0,,3,5,14,True,no ground truth and no structural check (pure opinion)
KXMETEOR,Science and Technology,custom,quadratic,1,0,1.6,0.532,1.0,134775.6,1.0,,5.1,0,2,4,0,0,,3,5,14,True,no ground truth and no structural check (pure opinion)
KXMIFEPRISTONEMAIL,Politics,one_off,quadratic,1,0,2.0,0.09,1.0,1381.0,1.0,,3.16,0,4,3,0,0,,2,5,14,True,no ground truth and no structural check (pure opinion)
KXMILLEROUT,Politics,one_off,quadratic,1,0,1.0,0.165,1.0,5942.9,1.0,custom,2.94,0,4,3,0,0,,2,5,14,True,no ground truth and no structural check (pure opinion)
KXMLBF5SPREAD,Sports,custom,quadratic,40,0,4.0,0.2525,1.0,0.0,4.0,greater,6.66,1,2,0,3,0,,3,5,14,True,no liquidity: zero median volume or quotes mostly absent
KXMLBPITCHEROTM,Sports,custom,quadratic,46,0,3.0,0.0925,0.13,0.0,23.0,structured,4.18,1,3,0,2,0,,3,5,14,True,no liquidity: zero median volume or quotes mostly absent
KXMLBSEASONHR,Sports,custom,quadratic,179,0,11.0,0.3625,0.514,1255.0,37.0,structured,14.24,1,0,3,2,0,,3,5,14,True,median spread 11.0c exceeds any plausible edge
KXMLBTB,Sports,custom,quadratic,76,0,3.0,0.225,0.961,0.0,8.0,greater,5.46,1,2,0,3,0,,3,5,14,True,no liquidity: zero median volume or quotes mostly absent
KXMLSJOIN,Sports,custom,quadratic,16,0,10.0,0.115,0.812,350.2,16.0,custom,11.44,1,1,2,2,0,,3,5,14,True,median spread 10.0c exceeds any plausible edge
KXMOBILEGAMEAD,Unknown,,quadratic,10,0,8.0,0.1,1.0,7.7,10.0,custom,9.26,1,1,2,2,0,,3,5,14,True,median spread 8.0c exceeds any plausible edge
KXNBAPLAYIN,Sports,annual,quadratic,30,0,28.5,0.305,1.0,91.6,15.0,structured,31.48,1,0,3,2,0,,3,5,14,True,median spread 28.5c exceeds any plausible edge
KXNETANYAHUNYC,Politics,one_off,quadratic,1,0,1.0,0.835,1.0,2256.0,1.0,,2.94,0,4,3,0,0,,2,5,14,True,no ground truth and no structural check (pure opinion)
KXNEXTMANAGERMLB,Sports,custom,quadratic,43,0,9.0,0.055,0.372,134.0,14.0,custom,9.74,1,1,2,2,0,,3,5,14,True,median spread 9.0c exceeds any plausible edge
KXNFLENDSTREAK,Sports,custom,quadratic,5,0,9.0,0.135,1.0,151.9,5.0,custom,10.64,1,1,3,1,0,,3,5,14,True,median spread 9.0c exceeds any plausible edge
KXNHPRIMARY28,Elections,one_off,quadratic,1,0,1.0,0.695,1.0,617.8,1.0,,3.98,0,3,3,0,0,,3,5,14,True,no ground truth and no structural check (pure opinion)
KXNHSALES,Economics,custom,quadratic,8,0,10.0,0.5375,1.0,75.0,8.0,greater,13.5,1,0,2,3,0,,3,5,14,True,median spread 10.0c exceeds any plausible edge
KXNORDSTREAM2,Politics,custom,quadratic,1,0,1.8,0.032,1.0,8304.0,1.0,,2.24,0,4,3,0,0,,2,5,14,True,no ground truth and no structural check (pure opinion)
KXNRLCHAMP,Sports,annual,quadratic,17,0,4.0,0.065,0.294,78.0,17.0,"custom,structured",4.86,1,3,0,2,0,,3,5,14,True,no liquidity: zero median volume or quotes mostly absent
KXNYCTAXBILLIONS,Politics,one_off,quadratic,1,0,3.8,0.071,1.0,70188.1,1.0,,4.74,0,3,4,0,0,,2,5,14,True,no ground truth and no structural check (pure opinion)
KXNYCTAXMILLIONS,Politics,one_off,quadratic,1,0,3.6,0.067,1.0,39083.6,1.0,,4.48,0,3,4,0,0,,2,5,14,True,no ground truth and no structural check (pure opinion)
KXNYQSBS,Politics,one_off,quadratic,1,0,1.5,0.0675,1.0,2563.2,1.0,,2.4,0,4,3,0,0,,2,5,14,True,no ground truth and no structural check (pure opinion)
KXOAISCREEN,Science and Technology,custom,quadratic,1,0,5.0,0.095,1.0,21902.4,1.0,,6.22,0,2,4,0,0,,3,5,14,True,no ground truth and no structural check (pure opinion)
KXOPENAIBANKPUBLIC,Financials,one_off,quadratic,15,0,9.0,0.14,1.0,64.7,15.0,custom,10.7,1,1,2,2,0,,3,5,14,True,median spread 9.0c exceeds any plausible edge
KXPERFORMROLE007,Unknown,,quadratic,50,0,9.0,0.1,0.86,237.3,7.5,,10.26,1,1,3,1,0,,3,5,14,True,median spread 9.0c exceeds any plausible edge
KXPERFORMROLEBRITNEY,Unknown,,quadratic,10,0,9.0,0.075,0.9,409.0,10.0,,9.98,1,1,2,2,0,,3,5,14,True,median spread 9.0c exceeds any plausible edge
KXPERFORMVS,Unknown,,quadratic,134,0,4.0,0.03,0.94,0.0,134.0,,4.42,1,3,0,2,0,,3,5,14,True,no liquidity: zero median volume or quotes mostly absent
KXPGAR3LEAD,Sports,custom,quadratic,147,0,4.0,0.04,0.007,0.0,147.0,structured,4.54,1,3,0,2,0,,3,5,14,True,no liquidity: zero median volume or quotes mostly absent
KXPOLIOELIM,Science and Technology,custom,quadratic,1,0,4.6,0.083,1.0,39911.0,1.0,,5.68,0,2,4,0,0,,3,5,14,True,no ground truth and no structural check (pure opinion)
KXPOWERKWH,Economics,monthly,quadratic,7,0,14.0,0.63,0.714,736.0,7.0,greater,17.28,1,0,2,3,0,,3,5,14,True,median spread 14.0c exceeds any plausible edge
KXPUBLICBECKHAM,Politics,one_off,quadratic,1,0,2.0,0.11,1.0,4988.4,1.0,custom,3.38,0,4,3,0,0,,2,5,14,True,no ground truth and no structural check (pure opinion)
KXRAINAUSM,Unknown,,quadratic,14,0,85.0,0.4475,0.857,333.1,7.0,greater,88.48,1,0,2,3,0,,3,5,14,True,median spread 85.0c exceeds any plausible edge
KXRAINDALM,Unknown,,quadratic,14,0,98.0,0.5,0.571,294.0,7.0,greater,101.5,1,0,2,3,0,,3,5,14,True,median spread 98.0c exceeds any plausible edge
KXRAINDENM,Unknown,,quadratic,14,0,97.5,0.5,0.714,1354.0,7.0,greater,101.0,1,0,2,3,0,,3,5,14,True,median spread 97.5c exceeds any plausible edge
KXRAINHOUM,Unknown,,quadratic,14,0,73.0,0.5,0.857,3129.7,7.0,greater,76.5,1,0,2,3,0,,3,5,14,True,median spread 73.0c exceeds any plausible edge
KXRAINMIAM,Unknown,,quadratic,17,0,22.5,0.5075,0.824,499.7,8.5,greater,26.0,1,0,2,3,0,,3,5,14,True,median spread 22.5c exceeds any plausible edge
KXRAINNYCM,Unknown,,quadratic,17,0,15.0,0.605,0.765,134.0,8.5,greater,18.36,1,0,2,3,0,,3,5,14,True,median spread 15.0c exceeds any plausible edge
KXRAINSEAM,Unknown,,quadratic,14,0,96.5,0.5,0.571,3263.8,7.0,greater,100.0,1,0,2,3,0,,3,5,14,True,median spread 96.5c exceeds any plausible edge
KXRANKLISTDJMAGCLUBS,Unknown,,quadratic,20,0,3.5,0.03,1.0,0.0,20.0,,3.92,1,3,0,2,0,,3,5,14,True,no liquidity: zero median volume or quotes mostly absent
KXRELEASEMAXWELL,Politics,one_off,quadratic,1,0,2.6,0.084,1.0,65752.0,1.0,,3.68,0,3,4,0,0,,2,5,14,True,no ground truth and no structural check (pure opinion)
KXROBOTMARS,Science and Technology,custom,quadratic,1,0,3.9,0.4805,1.0,51472.8,1.0,,7.4,0,2,4,0,0,,3,5,14,True,no ground truth and no structural check (pure opinion)
KXSAMOMINF,Economics,monthly,quadratic,9,0,6.0,0.09,1.0,0.0,9.0,greater,7.16,1,2,0,3,0,,3,5,14,True,no liquidity: zero median volume or quotes mostly absent
KXSARETAIL,Economics,monthly,quadratic,10,0,6.0,0.44,1.0,0.0,10.0,greater,9.46,1,1,0,4,0,,3,5,14,True,no liquidity: zero median volume or quotes mostly absent
KXSNAPRESTRICT,Politics,one_off,quadratic,1,0,3.0,0.155,1.0,34006.6,1.0,,4.84,0,3,4,0,0,,2,5,14,True,no ground truth and no structural check (pure opinion)
KXSOCCERTRANSFER,Sports,custom,quadratic,16,0,10.0,0.19,0.938,1291.8,16.0,custom,12.16,1,0,3,2,0,,3,5,14,True,median spread 10.0c exceeds any plausible edge
KXSONGRELEASEDATEPC,Unknown,,quadratic,2,0,10.0,0.38,1.0,16118.3,2.0,,13.3,1,0,4,1,0,,3,5,14,True,median spread 10.0c exceeds any plausible edge
KXSTARSHIPDOCK,Science and Technology,custom,quadratic,1,0,3.0,0.645,1.0,52880.2,1.0,,6.22,0,2,4,0,0,,3,5,14,True,no ground truth and no structural check (pure opinion)
KXSUMMERHOUSECAST,Unknown,,quadratic,6,0,9.5,0.155,1.0,9475.3,6.0,custom,11.34,1,1,3,1,0,,3,5,14,True,median spread 9.5c exceeds any plausible edge
KXSUSPENDGASTAX,Politics,one_off,quadratic,1,0,1.0,0.255,1.0,138306.3,1.0,custom,3.66,0,3,4,0,0,,2,5,14,True,no ground truth and no structural check (pure opinion)
KXSWISSLEAGUESPREAD,Sports,custom,quadratic,12,0,4.5,0.2725,0.167,0.0,4.0,greater,7.28,1,2,0,3,0,,3,5,14,True,no liquidity: zero median volume or quotes mostly absent
KXSYRIA,Politics,custom,quadratic,1,0,1.0,0.395,1.0,20328.8,1.0,,4.36,0,3,4,0,0,,2,5,14,True,no ground truth and no structural check (pure opinion)
KXTREASBLOCKCHAIN,Politics,custom,quadratic,1,0,3.7,0.0805,1.0,11384.2,1.0,,4.74,0,3,4,0,0,,2,5,14,True,no ground truth and no structural check (pure opinion)
KXTRUMPRESIGN,Politics,one_off,quadratic,1,0,2.0,0.19,1.0,301778.1,1.0,,4.16,0,3,4,0,0,,2,5,14,True,no ground truth and no structural check (pure opinion)
KXTRUMPSAYNICKNAME,Unknown,,quadratic,18,0,10.5,0.3075,1.0,4387.8,18.0,custom,13.5,1,0,3,2,0,,3,5,14,True,median spread 10.5c exceeds any plausible edge
KXTRUMPVH,Politics,one_off,quadratic,1,0,3.0,0.025,1.0,4645.3,1.0,greater,3.36,0,4,3,0,0,,2,5,14,True,no ground truth and no structural check (pure opinion)
KXTRYFIREPOWELL,Politics,one_off,quadratic,1,0,3.2,0.078,1.0,67728.6,1.0,custom,4.22,0,3,4,0,0,,2,5,14,True,no ground truth and no structural check (pure opinion)
KXUAL,Financials,one_off,quadratic,19,0,6.0,0.64,0.947,0.0,19.0,greater,9.24,1,1,0,4,0,,3,5,14,True,no liquidity: zero median volume or quotes mostly absent
KXUECLSPREAD,Sports,custom,quadratic,168,0,5.0,0.1375,1.0,0.0,4.0,greater,6.68,1,2,0,3,0,,3,5,14,True,no liquidity: zero median volume or quotes mostly absent
KXUELSPREAD,Sports,custom,quadratic,36,0,6.0,0.125,1.0,0.0,4.0,greater,7.54,1,2,0,3,0,,3,5,14,True,no liquidity: zero median volume or quotes mostly absent
KXUSDX,Financials,annual,quadratic,5,0,32.5,0.6,0.8,4066.4,5.0,greater,35.86,1,0,2,3,0,,3,5,14,True,median spread 32.5c exceeds any plausible edge
KXUSHOME,Economics,one_off,quadratic,12,0,6.0,0.62,0.917,0.0,12.0,greater,9.3,1,1,0,4,0,,3,5,14,True,no liquidity: zero median volume or quotes mostly absent
KXUST2A,Financials,daily,quadratic,15,0,70.5,0.6375,0.4,667.0,15.0,greater,73.74,1,0,1,4,0,,3,5,14,True,median spread 70.5c exceeds any plausible edge
KXVEI4,Unknown,,quadratic,3,0,35.0,0.355,0.667,3247.9,3.0,greater_or_equal,38.22,1,0,2,3,0,,3,5,14,True,median spread 35.0c exceeds any plausible edge
KXWCQUAL,Sports,custom,quadratic,76,0,9.0,0.665,1.0,0.2,76.0,structured,12.12,1,0,3,2,0,,3,5,14,True,median spread 9.0c exceeds any plausible edge
KXWINGA,Financials,one_off,quadratic,16,0,12.0,0.615,1.0,53.5,8.0,greater,15.32,1,0,2,3,0,,3,5,14,True,median spread 12.0c exceeds any plausible edge
KXWTACHALLENGERMATCH,Sports,custom,quadratic,14,0,8.5,0.495,1.0,253.3,2.0,structured,12.0,1,1,3,1,0,,3,5,14,True,median spread 8.5c exceeds any plausible edge
KXZECMINY,Crypto,annual,quadratic,2,0,,,0.0,19.1,2.0,less,,3,0,0,3,0,,3,5,14,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
NYTOAI,Science and Technology,custom,quadratic,1,0,4.6,0.39,1.0,59414.5,1.0,,7.94,0,2,4,0,0,,3,5,14,True,no ground truth and no structural check (pure opinion)
SENATENH,Unknown,,quadratic,4,0,20.5,0.4975,1.0,30215.5,2.0,structured,24.0,1,0,4,1,0,,3,5,14,True,median spread 20.5c exceeds any plausible edge
EUEXPANSION,World,custom,quadratic,1,0,5.0,0.705,1.0,8272.9,1.0,custom,7.92,0,2,3,0,0,,3,5,13,True,no ground truth and no structural check (pure opinion)
KXAAAGASMINFL,Economics,custom,quadratic,4,0,14.0,0.1,1.0,4793.4,4.0,,15.26,1,0,3,1,0,,3,5,13,True,median spread 14.0c exceeds any plausible edge
KXABRAHAMQ,Politics,custom,quadratic,2,0,5.6,0.1145,1.0,48930.6,1.0,,7.02,0,2,4,0,0,,2,5,13,True,no ground truth and no structural check (pure opinion)
KXACAREPEAL,Politics,custom,quadratic,1,0,2.0,0.2,1.0,8680.2,1.0,,4.24,0,3,3,0,0,,2,5,13,True,no ground truth and no structural check (pure opinion)
KXAFLGAME,Sports,custom,quadratic,18,0,9.5,0.5125,1.0,230.9,2.0,structured,13.0,1,0,3,1,0,,3,5,13,True,median spread 9.5c exceeds any plausible edge
KXALBUMRELEASEDATE,Unknown,,quadratic,6,0,8.0,0.315,0.833,1427.5,6.0,,11.04,1,1,2,1,0,,3,5,13,True,median spread 8.0c exceeds any plausible edge
KXALLSVENSKANTOTAL,Sports,custom,quadratic,6,0,4.5,0.5325,1.0,0.0,6.0,greater,8.0,1,1,0,3,0,,3,5,13,True,no liquidity: zero median volume or quotes mostly absent
KXAMEND25,Politics,custom,quadratic,1,0,4.0,0.31,1.0,162879.6,1.0,,7.0,0,2,4,0,0,,2,5,13,True,no ground truth and no structural check (pure opinion)
KXAPFDDHTOTAL,Sports,custom,quadratic,24,0,6.0,0.3425,1.0,0.0,6.0,greater,9.16,1,1,0,3,0,,3,5,13,True,no liquidity: zero median volume or quotes mostly absent
KXARGPREMDIVSPREAD,Sports,custom,quadratic,36,0,9.5,0.1025,1.0,0.0,4.0,greater,10.8,1,1,0,3,0,,3,5,13,True,median spread 9.5c exceeds any plausible edge; no liquidity: zero median volume or quotes mostly absent
KXASEANGAME,Sports,custom,quadratic,36,0,76.0,0.415,1.0,1.8,3.0,structured,79.4,1,0,3,1,0,,3,5,13,True,median spread 76.0c exceeds any plausible edge
KXATPRETIRE,Sports,custom,quadratic,2,0,22.0,0.345,1.0,637.6,2.0,structured,25.18,1,0,3,1,0,,3,5,13,True,median spread 22.0c exceeds any plausible edge
KXATPRETURN,Sports,custom,quadratic,7,0,16.0,0.775,1.0,2007.2,7.0,custom,18.46,1,0,3,1,0,,3,5,13,True,median spread 16.0c exceeds any plausible edge
KXAUDUSDAW,Financials,weekly,quadratic,20,0,,,0.0,0.0,20.0,greater,,1,0,0,4,0,,3,5,13,True,no two-sided quotes: unpriceable and unfillable; no liquidity: zero median volume or quotes mostly absent
KXBRASILEIROGAME,Sports,custom,quadratic,18,0,18.0,0.44,1.0,216.2,3.0,structured,21.46,1,0,3,1,0,,3,5,13,True,median spread 18.0c exceeds any plausible edge
KXBRASILEIROTEAMTOTAL,Sports,custom,quadratic,12,0,5.0,0.34,1.0,0.0,6.0,greater,8.16,1,1,0,3,0,,3,5,13,True,no liquidity: zero median volume or quotes mostly absent
KXBRAZILU,Economics,custom,quadratic,1,0,10.0,0.55,1.0,13749.9,1.0,less,13.48,1,0,4,0,0,,3,5,13,True,median spread 10.0c exceeds any plausible edge
KXBRICS,Politics,custom,quadratic,1,0,2.0,0.16,1.0,6963.5,1.0,,3.9,0,3,3,0,0,,2,5,13,True,no ground truth and no structural check (pure opinion)
KXBRPRESIDENT2,Unknown,,quadratic,13,0,6.0,0.17,0.231,0.0,13.0,custom,7.98,1,2,0,2,0,,3,5,13,True,no liquidity: zero median volume or quotes mostly absent
KXBRPRESIDENT3,Unknown,,quadratic,13,0,6.0,0.1575,0.308,92.0,13.0,custom,7.86,1,2,0,2,0,,3,5,13,True,no liquidity: zero median volume or quotes mostly absent
KXBRSENMOSTSEATS,Unknown,,quadratic,11,0,6.5,0.0875,0.364,0.0,11.0,custom,7.62,1,2,0,2,0,,3,5,13,True,no liquidity: zero median volume or quotes mostly absent
KXBUNDESLIGA,Sports,annual,quadratic_with_maker_fees,18,0,4.5,0.055,0.222,0.0,18.0,structured,5.24,1,2,0,2,0,,3,5,13,True,no liquidity: zero median volume or quotes mostly absent
KXCANCARBON,Politics,custom,quadratic,1,0,4.1,0.0375,1.0,4481.2,1.0,,4.62,0,3,3,0,0,,2,5,13,True,no ground truth and no structural check (pure opinion)
