wallet,n_markets,n_fills,avg_entry,win_rate,edge,edge_se,notional,shrink_w,edge_shrunk,t_stat,p_value,q_value,significant_fdr
0xafafeebd1d3b9c3391099aa3db30c75ca77d1635,325.0,9973.0,0.5107847850838712,0.6215384615384615,0.11075367645459032,0.025442414080880153,323392.0526501454,0.808368045664364,0.09188614474201395,4.3531119375115095,1.342185744124258e-05,0.00030099974209534447,True
0x5bf87389d9bbf0e000c6a4a32dc259d9ddac5b60,23.0,36.0,0.6963272757927212,0.8695652173913043,0.17323794159858308,0.052856071259018866,25589.43989525715,0.49428297849521935,0.09184714000188,3.2775410179397957,0.0010471551498483223,0.013778638425810322,True
0x409367ef0150830a411b4731d8ed8a3324075749,414.0,1920.0,0.5691486200099636,0.6739130434782609,0.10476442346829737,0.021107147031588856,79037.71886033323,0.8597304128405214,0.09179399292026169,4.96345732142328,6.924926376772333e-07,1.9843761250773165e-05,True
0x6ea69afa98edd560bceb7730a046831215629223,121.0,979.0,0.49646266156190927,0.628099173553719,0.13163651199180976,0.03748750855274551,1768.6679599571205,0.6602168089553493,0.09108679861790632,3.511476677800423,0.0004456245617834309,0.007228086445531247,True
0xc978ca4620ffdae9428177ae6e219d77a9f8706b,120.0,646.0,0.4912244451138959,0.625,0.13377555488610407,0.03849346744046215,6237.8449696440675,0.6482370607075519,0.091043742786377,3.4752794118382484,0.0005103215056863064,0.007835037198919172,True
0x84ad9c5c547a82ec9a08547b94bd922446e5bfb7,525.0,76172.0,0.6267576500455122,0.7276190476190476,0.1008613975735354,0.018608465406471687,924609.4163194215,0.887458814891339,0.09089420457948577,5.420188896310473,5.953609383269054e-08,2.1325498054792903e-06,True
0x891f0e7b955829d5b93b40c57569aec9fb5a88bf,24.0,39.0,0.5379147912024288,0.75,0.21208520879757123,0.06498991242713342,568.4508018873521,0.3926496555476615,0.09074349757804777,3.2633558174949195,0.0011010119129952756,0.014340958200074827,True
0x32012fbaf8ae7eb63f09e46ecf2d3bb4e05127a4,24.0,46.0,0.9032455468601185,1.0,0.09675445313988158,0.014642126676408204,8289.735558954093,0.9272011623966687,0.09060601590721164,6.607950831061652,3.8967495896713444e-11,2.093691081617166e-09,True
0x3ba75c0c0bb7b932836b3654513469587138dd5a,26.0,46.0,0.6076208468029406,0.8461538461538461,0.2385329993509056,0.07188897759935513,5402.010349979607,0.34570560861245864,0.09050775889483918,3.318074721833926,0.0009064023328155812,0.012303219033323074,True
0x2ffe164d6e056a57d074a17b3f4a591c571da60f,47.0,52.0,0.8471087879105823,0.9574468085106383,0.11033802060005624,0.02633682414100274,29046.032711525222,0.797435055652952,0.09047825540377952,4.189496045890948,2.7957465339012444e-05,0.0006008525259109424,True
0x56c9fbdeccf198f1f5ad95ace39b24f5f7fb0d9e,30.0,442.0,0.8357872049534826,0.9666666666666667,0.13087946171318424,0.03767775794448337,308588.6746896919,0.6579419379093817,0.09031722046452839,3.4736531272914313,0.0005134243065596511,0.007835037198919172,True
0x1c713e186d165ecdd8384edef06a7359cdf4be3c,59.0,176.0,0.725706512599317,0.864406779661017,0.1387002670617,0.04122066772787982,300.20000379920003,0.6164238277865808,0.09021481281375289,3.3648233933845115,0.0007659266727479963,0.010794125076596078,True
0x6432462f709b8a2580ce828373593d27b85636fe,29.0,44.0,0.48160676867255386,0.6896551724137931,0.20804840374123917,0.06452774987012848,121.98394554802319,0.39605868437386993,0.0898257711780542,3.224169510946329,0.001263385908849779,0.015991393145922947,True
0x92c89d98c71fa68d2c32cdfa9426b56ab07c45f6,43.0,5250.0,0.5006872500877427,0.7209302325581395,0.22024298247039661,0.0682892257403055,97628.46173197665,0.3692983846634015,0.08909083110818765,3.2251497960739846,0.0012590677135548844,0.015991393145922947,True
0xf8ab270075d9bc4c2e786f59ced74c72511e13a1,34.0,167.0,0.7222651391430467,0.8823529411764706,0.16008780203342368,0.05042192791366338,223858.98004838685,0.5178483548070322,0.08883000633841547,3.1749639225921573,0.0014985513158713992,0.018403637350630185,True
0x2813aab2a36ef87d3af07f08047c8320001a3177,32.0,142.0,0.5898108582161328,0.78125,0.19143914178386723,0.06082630091150086,1343.8186529933269,0.4246365089994492,0.08836703433240718,3.1473086299033923,0.0016478093114440373,0.02004575572742534,True
0x7c8a88ee29d0fc5e7eec02f8b3f71a33190c02ac,28.0,249.0,0.6777267117756789,0.8571428571428571,0.17941614536717818,0.05756795609977733,2454.8138120780354,0.4517367125789072,0.08779060618434763,3.1165974532118597,0.0018295120047200353,0.021844034537837828,True
0xd3daf0b630913ce0b92a4176705b839f0f5dc91f,131.0,315.0,0.5815469752959878,0.7022900763358778,0.12074310103989012,0.034564175892990524,461.2162957037399,0.6956441234454318,0.08773675569771146,3.4933018919272523,0.0004770868263845873,0.007577009384792414,True
0xd84124f6e5b4c8d29c30286b6dcff1be58fc9ac8,94.0,183.0,0.6118101979786617,0.7446808510638298,0.13287065308516827,0.04053446809892193,230.83552300021805,0.6243306459700293,0.0875746573688117,3.277967105943155,0.0010455757913017116,0.013778638425810322,True
