wallet,n_p1,avg_price_p1,win_rate_p1,edge_p1,edge_se_p1,staked_p1,n_p2,avg_price_p2,win_rate_p2,edge_p2,edge_se_p2,staked_p2
0x8d0c8253703b8febbe53f45d182671c5385dc90a,24.0,0.44708333385416665,0.4583333333333333,0.011249999479166661,0.07611326524259716,278.955105,247.0,0.4675708660425102,0.48582995951417,0.018259093471659826,0.024401782762870472,7520.689684000001
0x8d10b39465225d7a881b56b4af8354997f0c940a,31.0,0.4861290117548387,0.45161290322580644,-0.03451610852903225,0.06742074523400036,581.3971829999998,60.0,0.47983331964,0.5333333333333333,0.05350001369333335,0.0613970243692889,2242.396332
0x8d114f32faa0c5fb423e4d5d590f72deaad3a8e1,82.0,0.3076433778085366,0.24390243902439024,-0.06374093878414638,0.045661426863748494,662.703562,90.0,0.2752222205477778,0.16666666666666666,-0.10855555388111113,0.034229540767340964,713.139205
0x8d191441006b5e569f92023d24cce825cf40bf25,42.0,0.508948347002381,0.42857142857142855,-0.08037691843095246,0.0641426012050541,930.348269,35.0,0.5317408950514284,0.5428571428571428,0.011116247805714408,0.07003545675807644,1805.136491
0x8d88d51a302d3bfb8fc2f71abdfd5f676cbd1e28,96.0,0.41847262741666674,0.4479166666666667,0.029444039249999943,0.048154265357593665,7755.775106,35.0,0.4768571503571429,0.45714285714285713,-0.01971429321428575,0.07606540368412484,3682.4157389999996
0x8dd8f566b50f54a7a8ec02412723974b40679a1c,231.0,0.38895749925411255,0.37662337662337664,-0.01233412263073591,0.024546040956809307,12195.288387,78.0,0.5092135491333333,0.3974358974358974,-0.11177765169743586,0.048727549115453093,4773.235202
0x8e1c011dbfa2db2b5af9b021c56a18f37ab0a9a5,285.0,0.6740361535677193,0.7017543859649122,0.027718232397192955,0.021171744202887338,947.079386,172.0,0.6365082381965116,0.6453488372093024,0.008840599012790773,0.026897899255632206,577.992886
0x8e52216607ebb117b498b689bcdc6d778cd32320,804.0,0.989183818932587,1.0,0.010816181067413,0.0004132060797287981,263955.14288000006,525.0,0.9657803767015238,0.9714285714285714,0.005648194727047584,0.003620887943923061,235114.248493
0x8e62319a1be9bc75972881c074596ad2cbcefd00,28.0,0.5708991096285713,0.6428571428571429,0.07195803322857164,0.06403828562870525,1339.2386510000001,55.0,0.4638596136945455,0.4,-0.06385961369454546,0.06341451375285717,909.6356200000001
0x8f142d9acab6bdbb823d0f0a2b035e4783aeca5a,221.0,0.3837149523276019,0.34841628959276016,-0.035298662734841724,0.028311968590070204,3621.804087,109.0,0.5136193961614679,0.46788990825688076,-0.04572948790458714,0.038528220385180945,1003.420725
0x8f41129e43ebfbfe6075d0804f3b2bb763b3260e,22.0,0.4202727421954545,0.6363636363636364,0.21609089416818184,0.0606390862380888,3322.247855,29.0,0.5079128969206896,0.10344827586206896,-0.4044646210586207,0.05174823103199233,1962.7608059999998
0x8f764c8d09187f0cdee635f8043f0624c680aea6,43.0,0.6248839911813953,0.5116279069767442,-0.11325608420465105,0.07466807796157116,32814.829981,74.0,0.4842791659729731,0.6351351351351351,0.15085596916216198,0.05446080943565398,70805.269002
0x8f88b822c115fc168672b142a953d37d1ea4ca51,58.0,0.31281034484827586,0.3275862068965517,0.014775862048275856,0.0581635679032506,9080.763724,75.0,0.31429333714666663,0.36,0.04570666285333336,0.049071449235766,13229.566146000001
